Posts;Labels;date_created
"Gisteren een mooie gespreksavond met de VVD Eindhoven en de Brainport Regio.

Deze regio is een cruciale motor van economische groei, technologische vooruitgang en de banen van de toekomst.

Daar zetten we ons als VVD volop voor in, bijvoorbeeld via het project Beethoven. ";1;2026-05-21T17:55:26.000Z
"Gisteren een mooie gespreksavond met de VVD Eindhoven en de Brainport Regio.

Deze regio is een cruciale motor van economische groei, technologische vooruitgang, en de banen van de toekomst.

Daar zetten we ons als VVD volop voor in, bijvoorbeeld via het project Beethoven. ";1;2026-05-21T17:55:26.000Z
"Gisteren een mooie gespreksavond met de VVD Eindhoven en de Brainport Regio.

Deze regio is een cruciale motor van economische groei, technologische vooruitgang, en de banen van de toekomst.

Daar zetten we ons als VVD volop voor in, bijv via het project Beethoven. ";1;2026-05-21T17:55:26.000Z
"De hypotheekrenteaftrek is voor veel mensen het verschil tussen wel en niet rondkomen.

Precies hierom zorgt de VVD voor behoud van de hypotheekrenteaftrek. ";1;2026-05-21T05:54:09.000Z
"Indrukwekkend bezoek aan de brandweerkazerne op Scheveningen. 

Grote waardering voor de mannen en vrouwen die dag en nacht klaarstaan voor onze veiligheid. 

Om branden te blussen en mensen in nood te redden. In de wijken, de haven, op het strand én op zee.

Wij nemen jullie verhalen mee en steunen waar we kunnen. Dank voor jullie inzet en paraatheid! 🚒🇳🇱";1;2026-05-18T16:32:19.000Z
"Studenten kunnen enorm bijdragen aan onze weerbaarheid.

Minerva neemt hierin het voortouw, o.a. met het initiatief ‘Weerbaar Minerva’ en het opzetten van een noodsteunpunt.

Mooi om over dit belangrijke thema te spreken tijdens het lustrumsymposium van Minerva Debating Society! ";1;2026-05-16T10:44:37.000Z
"Studenten kunnen enorm bijdragen aan onze weerbaarheid.

Minerva neemt hierin het voortouw, o.a. met het initiatief ‘Weerbaar Minerva’ en het opzetten van een noodsteunpunt.

Mooi om over dit belangrijke thema te spreken tijdens het lustrumsymposium van Minerva Debating Society. ";1;2026-05-16T10:44:37.000Z
"Een 12-jarig meisje is dood onder het puin vandaan gehaald.

Wéer misbruikt Poetin een staakt-het-vuren om drones en raketten op te sparen voor nóg grotere luchtaanvallen.

Tegen deze terreur moeten we Oekraïne en de rest van Europa beschermen. Dit vereist onze continue steun! 🇺🇦 ";1;2026-05-14T14:14:25.000Z
"Een 12-jarig meisje is dood onder het puin vandaan gehaald.

Wéér misbruikt Poetin een staakt-het-vuren om drones en raketten op te sparen voor nóg grotere luchtaanvallen.

Tegen deze terreur moeten we Oekraïne en de rest van Europa beschermen. Dit vereist voortdurende inzet.🇳🇱🇺🇦 ";0;2026-05-14T14:06:38.000Z
"Geef ondernemers de ruimte om te investeren en te verduurzamen, in plaats van ze op te zadelen met nóg meer regels.

De Rotterdamse haven is een motor van onze economie, werkgelegenheid en energiezekerheid. Juist nu moeten we onze strategische positie versterken in plaats van afbreken.

Deze eisen jagen bedrijven en banen Nederland uit, terwijl de uitstoot in het buitenland gewoon doorgaat, vaak onder minder strenge regels. Daar schiet het klimaat niets mee op.
";0;2026-05-13T12:03:54.000Z
"De Rotterdamse haven is een motor van onze economie, werkgelegenheid en energiezekerheid. Juist nu moeten we onze strategische positie versterken in plaats van afbreken.

Deze eisen jagen bedrijven en banen Nederland uit, terwijl de uitstoot in het buitenland gewoon doorgaat, vaak onder minder strenge regels. Daar schiet het klimaat niets mee op.

Geef ondernemers de ruimte om te investeren en te verduurzamen, in plaats van ze op te zadelen met nóg meer regels.
";0;2026-05-13T12:00:44.000Z
"Volslagen idioot en op geen enkele manier goed te praten. 

Demonstreren mag, maar de boel in de fik steken, agenten bekogelen en de brandweer frustreren NOOIT.

Normale mensen met oprechte zorgen zijn hiervan ook de dupe, terwijl zij verdienen te worden gehoord. Dit geweld helpt niemand.";0;2026-05-12T20:32:19.000Z
Welkom terug @diekevgroningen! Heel fijn dat je onze fractie de komende tijd komt versterken. Ik kijk uit naar onze samenwerking! ;1;2026-05-12T13:49:19.000Z
"Meer en sneller woningen bouwen: daar moet alle aandacht op gericht zijn!

Samen met @JurgenNobel bezoek ik het woningbouwproject Cartesius in Utrecht: bijna 3.000 nieuwe woningen in het midden van Utrecht (huur en koop).

Dit is een goed voorbeeld hoe binnenstedelijk voortvarend kan worden gebouwd. Met voldoende flexibiliteit en minder knellende regelingen. 

Met bouw- en ontwikkelbedrijf Ballast Nedam bespreken we waar zij tegenaan lopen bij de bouw van deze wijk en andere projecten. 

Voorbeelden hiervan zijn extra lokale regels bovenop landelijke regels. Stapelingen van vergunnings-, bezwaar- en beroepsprocedures. Netcongestie en onzekerheden rond energie. Investeerders en projectontwikkelaars die aarzelen of zich terugtrekken. 

Goed dus dat het kabinet aan de slag is met regels en procedures schrappen! En met de aanpak van problemen rond stikstof en netcongestie. De VVD houdt het kabinet daar scherp op. We moeten zorgen voor de juiste voorwaarden, zodat er meer wordt geïnvesteerd in het bouwen van huizen.

Uiteraard lopen we een rondje over het bouwterrein, mooi om te zien hoe de bouw vordert!";1;2026-05-11T18:26:46.000Z
"Meer en sneller woningen bouwen: daar moet alle aandacht op gericht zijn!

Samen met @JurgenNobel bezoek ik het woningbouwproject Cartesius in Utrecht: bijna 3.000 nieuwe woningen in het midden van Utrecht (huur en koop).

Dit is een goed voorbeeld van hoe binnenstedelijk voortvarend kan worden gebouwd. Met voldoende flexibiliteit en minder knellende regelingen. 

Met bouw- en ontwikkelbedrijf Ballast Nedam bespreken we waar zij tegenaan lopen bij de bouw van deze wijk en andere projecten. 

Voorbeelden hiervan zijn extra lokale regels bovenop landelijke regels. Stapelingen van vergunnings-, bezwaar- en beroepsprocedures. Netcongestie en onzekerheden rond energie. Investeerders en projectontwikkelaars die aarzelen of zich terugtrekken. 

Goed dus dat het kabinet aan de slag is met regels en procedures schrappen! En met de aanpak van problemen rond stikstof en netcongestie. De VVD houdt het kabinet daar scherp op. We moeten zorgen voor de juiste voorwaarden, zodat er meer wordt geïnvesteerd in het bouwen van huizen.

Uiteraard lopen we een rondje over het bouwterrein, mooi om te zien hoe de bouw vordert!";1;2026-05-11T18:26:46.000Z
"Juist in deze tijd moeten we nauw samenwerken om in Nederland en Europa de juiste acties te ondernemen.

Veilig blijven in een onrustige wereld. Grip krijgen op migratie en een lagere asielinstroom. Ondernemers meer ruimte geven en de banen van de toekomst creëren. Minder afhankelijk worden van anderen op energie en grondstoffen. Kansen grijpen op innovatie, digitalisering en AI.

Dit alles kan alleen als we zowel in Nederland als Europa de juiste keuzes maken. Daarvoor moeten we elkaar vanuit Den Haag en Brussel versterken. En daarbij ook opkomen voor ons Nederlands belang, zoals andere Europese landen dat ook doen.

Daarom bezoek ik onze VVD-fractie in het Europees Parlement. Mooi om met onze enthousiaste Europarlementariërs en medewerkers te spreken over zulke belangrijke onderwerpen.

Daarnaast ga ik deze dag met diverse Nederlanders en partners in gespek bij de Europese Commissie en de NAVO. Dank voor de warme ontvangst!";1;2026-05-08T11:02:04.000Z
Een groot genoegen om bij te praten met Mark Rutte, die iedere dag snoeihard werkt om de NAVO te versterken en daarmee 1 miljard mensen veilig te houden. @SecGenNATO @NATO ;1;2026-05-07T13:43:36.000Z
"Oekraïne stelt een staakt-het-vuren voor, Rusland antwoordt met luchtaanvallen op een kleuterschool in Sumy.

Steeds opnieuw toont Poetin wie de kwade agressor is. Daar kunnen geen Russische propaganda, trollenlegers en desinformatiecampagnes tegenop.

Het is in het belang van Oekraïne én van ons om deze Russische agressie tegen te houden. Hoe dichterbij het komt, des te groter de dreiging en kosten. We blijven Oekraïne daarom voluit steunen! 🇳🇱🇺🇦";1;2026-05-06T16:03:03.000Z
"Als oud-student in Tilburg is het mooi om met Tilburgse studenten de vrijheid te vieren en het vrijheidsvuur te ontsteken.

Onze vrijheid is niet uit de lucht komen vallen. 80 jaar geleden is dit bevochten met grote offers. Door militairen uit o.a. de Verenigde Staten en Canada, die nog nooit van plaatsen als Tilburg hadden gehoord. Maar toch waren ze bereid het hoogste offer te brengen voor onze vrijheid.

Ook vandaag verdedigen militairen onze vrijheid. Aan de oostflank van de NAVO beschermen ze ons tegen Rusland. Nederlandse soldaten, piloten, marinemensen trainen elke dag om vijanden af te schrikken en paraat te staan als het spannend wordt. En we steunen Oekraïne, omdat ze vechten voor hun voortbestaan en Rusland ook voor ons op afstand houden.

Tussen de biertjes en de muziek door tonen we in Tilburg even een moment onze dankbaarheid, met een applaus richting alle militairen en mensen bij Defensie die onze vrijheid beschermen.

Vrijheid is een groot goed, maar begint klein. Kunnen zeggen wat je vindt, zelf keuzes kunnen maken in het leven, kunnen houden van wie je wilt en daarvoor uitkomen. Ieder van ons bepaalt met ons gedrag hoe vrij we zijn. Door elkaar te respecteren, vrijheid te gunnen, het oneens met elkaar te kunnen zijn. Maar ook door streng te zijn en op te treden als anderen onze vrijheden willen inperken of zelfs afnemen.

Zo dragen we allemaal een steentje bij aan de vrijheid in ons land. 🇳🇱";1;2026-05-05T19:26:18.000Z
"Tijdens de Dodenherdenking op de Dam dacht ik aan de ouders van omgekomen militairen, die het hoogste offer voor onze vrijheid hebben gebracht.

Door ruime inzet en kordaat optreden van politie en marechaussee is de herdenking gisteravond niet verstoord. Triest dat het nodig was, maar complimenten voor onze mannen en vrouwen in uniform.

Door de enorme offers in het verleden en de dagelijkse inspanningen van onze militairen nu kunnen wij in vrijheid leven. Laten we daarvoor onze dankbaarheid tonen en de vrijheid vandaag vieren! 🇳🇱";1;2026-05-05T08:35:36.000Z
"Tijdens de Dodenherdenking op de Dam dacht ik aan de ouders van omgekomen militairen, die het hoogste offer voor onze vrijheid hebben gebracht.

Door ruime inzet en kordaat optreden  van politie en marechaussee is de herdenking gisteravond niet verstoord. Triest dat het nodig was, maar complimenten voor onze mannen en vrouwen in uniform.

Door de enorme offers in het verleden en de dagelijkse inspanningen van onze militairen nu kunnen wij in vrijheid leven. Laten we daarvoor onze dankbaarheid tonen en de vrijheid vandaag vieren! 🇳🇱";1;2026-05-05T08:35:36.000Z
"Dodenherdenking is een moment waarop we in dankbaarheid herdenken wie in WOII en daarna voor onze vrijheid vochten.

Als je dat ene moment, die ene plek, niet eens kunt respecteren, dan heb je er niks van begrepen. En verdien je wat mij betreft een fikse straf. ";0;2026-05-04T07:32:37.000Z
"De veiligheidsdreigingen zijn het grootst in 80 jaar en nemen verder toe.

Rusland, China, jihadisme: het nieuwste AIVD-rapport toont weer het belang van investeringen in defensie en veiligheid.

Essentieel dat grote stappen worden gezet om veiliger en weerbaarder te worden. ";1;2026-04-23T14:42:29.000Z
"De gevolgen van de oorlog in het Midden-Oosten zijn voor iedereen voelbaar. 

Tegelijkertijd is nog veel onzeker. Olieprijzen fluctueren enorm. De situatie kan de komende maanden nog een stuk donkerder worden.

Daarom is het energiepakket verstandig. 

Het helpt gericht mensen die dit het meest nodig hebben. Zoals mensen die met de auto naar hun werk moeten, en ondernemers met bestelbusjes en vrachtwagens.

Ook draagt het bij aan de leveringszekerheid van energie. Het vergroot de onafhankelijkheid van olie en gas uit het Midden-Oosten.

Dit pakket is financieel goed onderbouwd. Het geeft ruimte om indien nodig nog steviger in te grijpen. En dat is verstandig.";1;2026-04-22T15:12:38.000Z
"De gevolgen van de oorlog in het Midden-Oosten zijn voor iedereen voelbaar. 

Tegelijkertijd is nog veel onzeker. Olieprijzen fluctueren enorm. De situatie kan de komende maanden nog een stuk donkerder worden.

Daarom is het energiepakket verstandig. 

Het helpt gericht mensen die dit het meest nodig hebben. Zoals mensen die met de auto naar hun werk moeten, en ondernemers met bestelbusjes en vrachtwagens.

Ook draagt het bij aan de leveringszekerheid van energie, en vergroot het de onafhankelijkheid van olie en gas uit het Midden-Oosten.

Dit pakket is financieel goed onderbouwd. Het geeft ruimte om indien nodig nog steviger in te grijpen. En dat is verstandig.";1;2026-04-22T15:12:38.000Z
"Onnavolgbaar. Partijen die zeggen streng asielbeleid te willen, maar tegenstemmen als het erop aankomt.

Dit was hét moment om beide strenge asielwetten aan te nemen. De Eerste Kamer heeft helaas de wet weggestemd die o.a. strafbaarstelling illegaliteit regelt. PVV frustreert, D66 stemt tegen.

In het landsbelang moet alle inzet erop gericht zijn hier alsnog snel op te leveren. En laat dit opnieuw het bewijs zijn dat de PVV strenger asielbeleid dus nooit écht wil regelen.";0;2026-04-21T12:20:36.000Z
"De VVD vindt dat het kabinet met dit energiepakket een gerichte en verstandige aanpak voorstelt.

Het helpt mensen voor wie de gevolgen van de situatie in het Midden-Oosten het meest voelbaar zijn, zoals mensen die iedere dag met de auto naar werk gaan en ondernemers die hun vrachtwagen of bestelbus nodig hebben. 

Daarvoor is het goed om nu bij te springen en tegemoet te komen met:
- een hogere reiskostenvergoeding
- een lagere wegenbelasting voor bedrijfsauto’s en vrachtwagens
- een noodfonds om mensen te helpen die de hoge energierekening niet meer kunnen betalen

Dit maatregelenpakket bevat ook garanties voor leningen aan ondernemers, zodat zij eenvoudiger kunnen lenen. Daarnaast zorgt het ervoor dat Nederland in de toekomst meer onafhankelijk wordt.

Het pakket is financieel goed onderbouwd en laat geen rekening liggen. Dat is verstandig in een onzekere tijd, waarbij de situatie ook nog verder kan verslechteren. 

Zo kan de overheid ook in de komende periode nog ingrijpen als de situatie daarom vraagt.

";1;2026-04-20T10:26:57.000Z
"De beste ideeën van ondernemers die zorgen voor groei, duurzaamheid én veiligheid!

Bij de Green Entrepreneurs Pitch van het VVD-netwerk @liberaalgroen presenteren de meest innovatieve ondernemers hun fantastische ideeën.

Technologie om biogas te winnen uit vuilnisbelten, installaties om efficiënter CO2 af te vangen, en bouwmateriaal dat volledig te recyclen is: slechts enkele voorbeelden van geweldige ideeën.

In mijn speech benadruk ik dat we ondernemers in Nederland moeten koesteren. Ruimte en zekerheid bieden. Belemmeringen wegnemen. Hen vertrouwen geven.

De beste ideeën ontstaan aan de keukentafel van ondernemers. Om nieuwe banen te creëren (economie), natuur en milieu minder te belasten (duurzaamheid), minder afhankelijk te worden van olie en gas uit het Midden-Oosten en grondstoffen uit China (veiligheid). Hier komt alles samen!

Trots dat Liberaal Groen deze pitch voor de derde keer organiseert, ditmaal in samenwerking met @KennedyVdLaan in Amsterdam. En met ons Kamerlid @AlishaMuller als host van de dag.";1;2026-04-19T12:39:01.000Z
"De beste ideeën van ondernemers die zorgen voor groei, duurzaamheid én veiligheid!

Bij de Green Entrepreneurs Pitch van het VVD-netwerk @liberaalgroen presenteren de meest innovatieve ondernemers hun fantastische ideeën.

Technologie om biogas te winnen uit vuilnisbelten, installaties om efficiënter CO2 af te vangen, en bouwmateriaal dat volledig te recyclen is: slechts enkele voorbeelden van geweldige ideeën.

In mijn speech benadruk ik dat we ondernemers in Nederland moeten koesteren. Ruimte en zekerheid bieden. Belemmeringen wegnemen. Hen vertrouwen geven.

De beste ideeën ontstaan aan de keukentafel van ondernemers. Om nieuwe banen te creëren (economie), natuur en milieu minder te belasten (duurzaamheid), en minder afhankelijk te worden van olie en gas uit het Midden-Oosten en grondstoffen uit China (veiligheid). Hier komt alles samen!

Trots dat Liberaal Groen deze pitch voor de derde keer organiseert, ditmaal in samenwerking met @KennedyVdLaan in Amsterdam. En met ons Kamerlid @AlishaMuller als host van de dag.";1;2026-04-19T12:39:01.000Z
"De beste ideeën van ondernemers die zorgen voor groei, duurzaamheid én veiligheid!

Bij de Green Entrepreneurs Pitch van het VVD-netwerk @liberaalgroen presenteren de meest innovatieve ondernemers hun fantastische ideeën.

Technologie om biogas te winnen uit vuilnisbelten, installaties om efficiënter CO2 af te vangen, en bouwmateriaal dat volledig te recyclen is: slechts enkele voorbeelden van geweldige ideeën.

In mijn keynote benadruk ik dat we ondernemers in Nederland moeten koesteren. Ruimte en zekerheid bieden. Belemmeringen wegnemen. Hen vertrouwen geven.

De beste ideeën ontstaan aan de keukentafel van ondernemers. Om nieuwe banen te creëren (economie), natuur en milieu minder te belasten (duurzaamheid), en minder afhankelijk te worden van olie en gas uit het Midden-Oosten en grondstoffen uit China (veiligheid). Hier komt alles samen!

Trots dat Liberaal Groen deze pitch voor de derde keer organiseert, ditmaal in samenwerking met @KennedyVdLaan in Amsterdam. En met ons Kamerlid @AlishaMuller als host van de dag.";1;2026-04-19T12:39:01.000Z
"Als we onze economie verder willen laten groeien, moeten we bedrijven de ruimte geven in ons land te investeren.

Zodat er meer banen en welvaart in Nederland komen, in plaats van over de grens.

Dat moet o.a. door regels schrappen, juridische procedures fors inkorten, investeringen stimuleren, uit het stikstof-slot komen, en de overheid kleiner en efficiënter maken. 

Daar zullen wij het kabinet scherp op houden!";1;2026-04-18T09:31:29.000Z
"De opening van Lelystad Airport komt in zicht.

Goed voor de economie, banen in de regio, bereikbaarheid, en minder druk op andere vliegvelden. Zo zonde om een luchthaven nog langer leeg te laten staan!

En met F-35’s en militair medegebruik wordt het straks ook nog essentieel voor onze veiligheid. ";1;2026-04-17T16:43:09.000Z
"Politiek café in Rijswijk!

We spreken over het belang van de asielwetten om de instroom omlaag te brengen. Over geopolitiek en onze energievoorziening. En over schrappen van regels en procedures om van het slot te komen.

En na afloop drinken we uiteraard gezellig een biertje. ";1;2026-04-16T12:09:15.000Z
"President Zelensky and the Ukrainian people receive the Four Freedoms Award in The Netherlands.

Totally deserved, for being the biggest defenders of freedom in Europe and for all the sacrifices over the last four years.

Tonight’s brutal Russian air attack reminds us once again how we should remain focused in our support to Ukraine. And be thankful to the Ukrainian people, military and leadership. 🇳🇱🇺🇦";1;2026-04-16T10:36:58.000Z
"Voor de grote uitdagingen van deze tijd hebben we MBO’ers in de techniek keihard nodig!

Daarom bezoek ik op het ROC Mondriaan in Den Haag het TechCampus Lab, samen met ons Kamerlid Martin de Beer. 

Een prachtige plek waar mbo-studenten op vernieuwende manieren les krijgen in techniek en ICT. En waar leerlingen en zij-instromers kennis kunnen maken met een technische opleiding.

In cruciale sectoren is een groot tekort aan geschoolde technici. We moeten daarom zorgen dat deze mbo-studies aantrekkelijker zijn. En ook maximum aantallen durven instellen voor studies met minder perspectief op werk. Zodat mbo-studenten worden opgeleid voor essentiële beroepen.

Daarbij is de aansluiting tussen bedrijven en onderwijs van groot belang. Mooi om te zien hoe de TechCampus hier invulling aan geeft, onder andere met stages, bedrijfsbezoeken, gastlessen en -sprekers. Een inspirerend voorbeeld voor veel andere scholen.

Bedankt voor de enthousiaste rondleiding en de goede gesprekken! We nemen de inzichten mee in ons Kamerwerk voor beter mbo-onderwijs en meer technici.";1;2026-04-15T16:42:17.000Z
"Voor de grote uitdagingen van deze tijd hebben we MBO’ers in de techniek keihard nodig!

Daarom bezoek ik op het ROC Mondriaan in Den Haag het TechCampus Lab, samen met ons Kamerlid Martin de Beer. 

Een prachtige plek waar mbo-studenten op vernieuwende manieren les krijgen in techniek en ICT. En waar leerlingen en zij-instromers kennis kunnen maken met een technische opleiding.

In cruciale sectoren is een groot tekort aan geschoolde technici. We moeten daarom zorgen dat deze mbo-studies aantrekkelijker zijn. En ook maximum aantallen durven instellen voor studies met minder perspectief op werk. Zodat mbo-studenten worden opgeleid voor essentiële beroepen.

Daarbij is de aansluiting tussen bedrijven en onderwijs van groot belang. Mooi om te zien hoe het TechCampus hier invulling aan geeft, onder andere met stages, bedrijfsbezoeken, gastlessen en -sprekers. Een inspirerend voorbeeld voor veel andere scholen.

Bedankt voor de enthousiaste rondleiding en de goede gesprekken! We nemen de inzichten mee in ons Kamerwerk voor beter MBO-onderwijs en meer technici.";1;2026-04-15T16:42:17.000Z
"De fundamentele bedreiging voor onze veiligheid is en blijft de Russische militaire opbouw, gesteund door Iran en China.

In het belang van onze veiligheid moeten we de Amerikanen daarom zoveel mogelijk aan boord te houden. 

Hoe moeilijk en ingewikkeld dat ook is. Ook als we het oneens zijn met Amerikaans beleid of bepaalde uitspraken.

Ondertussen moeten we volop investeren in Defensie. Ervoor zorgen dat Europese landen meer capaciteiten en taken van de VS overnemen. En dus meer verantwoordelijkheid nemen voor onze eigen veiligheid.";1;2026-04-14T11:35:24.000Z
"De Hongaren hebben luid en duidelijk gesproken!

Laten we nu hopen op een Hongarije dat samenwerkt in Europa en de rechtsstaat respecteert. Dat steun aan Oekraïne niet langer blokkeert. En dat niet meer als een Trojaans paard voor Rusland fungeert.

Felicitaties aan @magyarpeterMP!";1;2026-04-12T19:34:15.000Z
