Posts;Labels;date_created
Schokkende beelden van een mislukte aanslag op het diner in Washington met president Trump en honderden journalisten. Een avond die vrijheid van meningsuiting moet markeren wordt juist met geweld platgelegd. ;0;2026-04-26T05:33:51.000Z
Verdrietig om het overlijden van senator Greet Prins. Met haar verliest de Eerste Kamer een zeer betrokken en kundige vrouw. Ondanks haar ziekte bleef zij zich tot het einde inzetten voor Nederland. Veel sterkte aan haar nabestaanden en aan het CDA. ;1;2026-04-25T16:00:20.000Z
"Vandaag in de Kamer: het energiepakket. D66 kiest voor gerichte hulp voor wie dat het meest nodig heeft. En voor sneller onafhankelijk worden met schone energie van eigen bodem. Goed voor het klimaat én voor een lagere rekening.

En juist in deze tijd vraagt dat om samenwerking. En dat kán. Zoals vandaag met het voorstel van PRO om deze zomer het OV goedkoper te maken. Dat is de kracht van positieve politiek: samen plannen beter maken.";1;2026-04-22T19:47:32.000Z
"De PVV saboteerde vandaag hun eigen asielwet en bracht ‘m naar de schroothoop. Dat is lelijke politiek, maar tegelijk zie ik kansen. Om nu met betere oplossingen te komen en daarmee snel meer grip op migratie te pakken. Aan het werk!

Ik vertelde erover bij ⁦@pauwendewit⁩ ";0;2026-04-21T21:31:05.000Z
"D66 wil meer grip op migratie. Maar strafbaarstelling van iedereen die zonder papieren in Nederland is, past daar niet bij. Daar zijn we altijd helder over geweest. 

Dat we nu zonder de wet van Faber zitten, komt door politiek theater van Wilders. Jarenlang roepen dat het strenger moet, maar zodra het erop aankomt het eigen plan onderuit halen.

Wij kiezen voor wat wél werkt: het tweestatusstelsel, Europese afspraken voor meer grip op migratie en daarnaast met nationale maatregelen controle op de instroom. Zo blijven we stap voor stap werken aan oplossingen die Nederland vooruit helpen.";1;2026-04-21T12:20:04.000Z
"Goed dat het kabinet met een energiepakket komt met gerichte steun voor mensen die dat het hardst nodig hebben.

Met een noodfonds energie en een hogere reiskostenvergoeding. Met extra hulp bij isolatie en snellere verduurzaming voor huishoudens en ondernemers. Daarmee besparen we energiekosten, maar krijgen we meteen ook meer energie-onafhankelijkheid.

Zo maken we vandaag het verschil voor mensen én bouwen we aan de vooruitgang en zekerheid van morgen.";1;2026-04-20T11:27:05.000Z
D66 wil van woningbouw weer prioriteit #1 maken. Heel goed dat dit kabinet met @minister_vro alles op alles zet om het woningtekort op te lossen. Meer bouwen, meer innovatie en minder vertragende regels. Belangrijke en grote eerste stap! ;1;2026-04-20T08:14:15.000Z
"Wat een historische avond. De Hongaren pakken hun democratie terug!

Viktor Orbán brak stap voor stap de rechtsstaat in Hongarije af, knevelde de pers en stortte zijn land in verval. Vandaag zetten de Hongaren met Peter Magyar een reuzestap terug naar het hart van Europa. ";1;2026-04-12T20:58:01.000Z
"Wat een historische avond. De Hongaren pakken hun democratie terug!

Viktor Orbán brak stap voor stap de rechtsstaat in Hongarije af, zette  knevelde de pers en stortte zijn land in verval. Vandaag zetten de Hongaren met Peter Magyar een reuzestap terug naar het hart van Europa. ";1;2026-04-12T20:58:01.000Z
"Een staakt-het-vuren in de golf geeft hoop op einde aan de oorlog, die de VS zonder duidelijk plan was gestart. 

Dat is ook te zien: ondanks alle extreme dreigementen staat in het 10-puntenplan nu geen woord over einde aan het Iraanse kernwapenprogramma. De straat van Hormuz staat nu onder Iraanse controle. 

Laat Israël zich ook voegen en de oorlog in Libanon staken. Er zijn al teveel slachtoffers gemaakt. Het is onduidelijk welke doelen de VS nu met de oorlog bereikt hebben. En ondertussen kreeg Poetin een reddingsboei in de vorm van nieuwe oliedollars. 

Het bestand zal broos zijn. Europa kan een diplomatieke rol pakken om vrede dichterbij te brengen en met de sancties druk op Iran houden. Zoveel Iraniërs hadden even de hoop op vrijheid en democratie, maar Trump sprak na een paar dagen al niet meer over regime change. We kunnen de Iraanse oppositie in Europa een stem geven.

De schok voor de wereldeconomie is nog lang niet voorbij. Ook als de rust echt terugkeert zullen we de naschokken nog heel lang voelen, aan de pomp, op de energierekening en in de supermarkt. 
Laten we nu dan ook keihard gaan verduurzamen. 

We kunnen met zon-, wind- en kernenergie totaal onafhankelijk worden van het Midden-Oosten. We kunnen in 5 jaar volledig af van gas uit Qatar en Amerika. Dat is de beste verzekering voor onze energie én onze economie.";0;2026-04-08T06:01:36.000Z
Of het nou Poetin, Orbán of Netanyahu is, de PVV en Forum zijn meer bezig het buitenlandse leiders naar de zin te maken dan voor Nederland en Europa op te komen. Terwijl dat leidt tot oorlogen, je blauw betalen bij de pomp en miljoenen vluchtelingen. ;0;2026-04-01T22:05:18.000Z
Verdrietig nieuws uit Suriname. Oud-president Chan Santokhi is op veel te jonge leeftijd overleden. Hij nam het leiderschap op zich na het bewind-Bouterse en zette zich als president in voor herstel, verbinding en veiligheid. Rust in vrede. Veel sterkte aan zijn familie. ;1;2026-03-30T19:13:22.000Z
@RensRaemakers Gefeliciteerd Rens!;1;2026-03-24T14:45:11.000Z
Meer dan 100.000 stemmen winst en in veel gemeenten bijzonder sterke resultaten voor D66. Dank aan alle vrijwilligers die met energie en optimisme de straat op gingen en lieten zien: het kan wél. Nederlanders kiezen voor oplossingen, vooruitgang én positieve politiek. Onze raadsleden gaan de komende vier jaar vol energie aan de slag. Succes allemaal!;1;2026-03-19T15:26:56.000Z
Wat een schoften. Dit soort geweld tegen politici of tegen wie dan ook moeten we hard aanpakken. Heel veel sterkte aan raadslid @kreuger_kevin. ;0;2026-03-17T21:45:38.000Z
"Een antisemitisch gedreven aanslag op een school. Wat een laffe intimidatie.

In meerdere landen wordt deze week met aanslagen geprobeerd de Joodse gemeenschap te raken. We staan achter alle Joodse Nederlanders, met bescherming waar nodig. En laten de daders niet vrijuit gaan. ";0;2026-03-14T06:43:13.000Z
"Na eerder deze week in België nu ook in Nederland geweld gericht op een synagoge. 

Dit is intimiderend voor Joodse Nederlanders en totaal onacceptabel in ons land. Dit soort haat moet altijd bestraft worden. Laten we hopen dat daders snel opgespoord en vervolgd worden. ";0;2026-03-13T08:53:13.000Z
"De nieuwe CPB-cijfers laten zien dat mensen er dit jaar op vooruitgaan én dat armoede verder daalt. 

Dat is belangrijk in deze onzekere wereld, waarin we ook fors investeren in onze veiligheid. Want mensen vooruit helpen en Nederland sterker maken kan hand in hand gaan. ";1;2026-03-12T12:45:42.000Z
"Goede noodzakelijke stap van @MinisterKGG. Inzet van strategische reserves dempt de prijzen voor Nederlanders.

Tegelijk is het tijd voor een omslag: niet meer afhankelijk van het Midden-Oosten, maar volle inzet op wind, zon en kernenergie van eigen bodem. 

@telegraaf ";1;2026-03-11T15:59:00.000Z
"In Limburg moest wethouder Stijn Kropman gisteren rennen voor zijn leven terwijl hij aan het flyeren was. Dat moet een doodeng moment zijn geweest. 
In Nederland moet iedereen zich veilig kunnen inzetten voor ons land, voor welke partij dan ook. Alle steun en sterkte aan Stijn. ";1;2026-03-08T11:40:34.000Z
Verstandig dat het kabinet samen optrekt met Frankrijk en het Verenigd Koninkrijk. Samen kunnen we Europese bondgenoten helpen om Iraanse raketten af te weren. ;1;2026-03-05T14:17:08.000Z
"De Verenigde Staten hebben de aanval ingezet op Iran. En Iran reageert met raketten op buurlanden.

Terwijl de bommen vallen, zijn het opnieuw vooral gewone Iraniërs die de onzekerheid dragen. Al jaren leven 90 miljoen mensen onder het wrede terreurbewind van Khamenei, dat met het vermoorden van duizenden demonstranten opnieuw alle legitimiteit heeft verloren.

Een oorlog starten zonder doordacht plan voor de lange termijn en zonder mandaat heeft in het Midden-Oosten vaak tot meer slachtoffers en chaos geleid. En een regime komt zelden ten val door luchtaanvallen alleen. Daarom is er alle reden voor zorg. Laat Europa zich inzetten om escalatie te voorkomen, en Nederland voor de bescherming van onze militairen en burgers in de hele regio.";0;2026-02-28T12:03:10.000Z
"4 jaar terug begon Poetin zijn grootste oorlog. Hij dacht met raketten, verkrachting en ontvoeringen een vrij, democratisch land er wel onder te krijgen.

Maar Zelensky vluchtte niet, Oekraïeners vechten door voor vrijheid. En 🇺🇦 verdient onze volle steun.
";1;2026-02-24T08:33:59.000Z
"Hele goede zaak. Bondgenoten horen elkaar te versterken, niet te belasten. Deze uitspraak kan handel met de VS weer vrijer en voorspelbaarder maken. Goed voor de economie van een handelsland als Nederland.
Nu weer doorbouwen aan een sterk en verenigd Europa. ";1;2026-02-20T15:45:02.000Z
"Felicitaties aan @henkvermeer met het leiderschap van BBB, en dank aan @lientje1967 voor haar werk als fractieleider in de afgelopen jaren. 

Caroline ging het debat zelden uit de weg. En ook al stonden we vaak genoeg tegenover elkaar, een goed gesprek was altijd mogelijk.";1;2026-02-20T14:52:06.000Z
"De doorrekening laat zien: dit coalitieakkoord zorgt voor doorbraken. En dat is hard nodig, want we willen een einde aan de stilstand. Nederland moet weer vooruit kunnen.

Nu begint het echte werk. ";1;2026-02-20T11:27:04.000Z
Respect voor de keuze van Nathalie om haar Kamerzetel op te geven. Ik ben dankbaar voor haar grote betrokkenheid en harde werk in de afgelopen periode, en heb begrip voor haar besluit nu deze stap terug te zetten. ;1;2026-02-17T14:45:03.000Z
;1;
"Verdrietig door het veel te vroege overlijden van Bart Vink.

In de raad zag ik zijn bevlogenheid als hij kansen zag voor een mooiere stad. Altijd zette hij zich vol in vóór Amsterdam en tégen antisemitisme, en maakte daarmee het verschil. Heel veel sterkte voor zijn geliefden. ";1;2026-01-12T17:09:46.000Z
Het Koninkrijk der Nederlanden dubbel vertegenwoordigd op het WK voetbal! Wat een waanzinnige prestatie van Dushi Kòrsou🇨🇼🇳🇱 ;1;2025-11-19T07:51:58.000Z
@Marco855703 @IlanaRooderkerk Ik word beleid;1;2025-11-05T18:52:31.000Z
@arthur63004322 @IlanaRooderkerk True;1;2025-11-05T18:52:04.000Z
@Borgy333 @IlanaRooderkerk Landbouw, natuur, stikstof en emancipatie!;1;2025-11-05T18:51:53.000Z
@daansnaterse @IlanaRooderkerk @javijlbrief @Sneller Ja. Nee. EZ wordt @ouafa070 en Jan Schoonis.;0;2025-11-05T18:51:08.000Z
@FransenKoos @IlanaRooderkerk Zou mooi zijn hè?;1;2025-11-05T18:49:56.000Z
"Voor Buitenlandse Handel kunt u terecht bij Mpanzu Bamenga.

We hebben er zin in!";1;2025-11-05T14:00:58.000Z
"DIENSTMEDEDELING

Heel veel nieuwe collega's = nieuwe portefeuilles!
Vanaf heden ben ik woordvoerder Asiel &amp; Migratie.

Onderwijs gaat naar @IlanaRooderkerk. 
Media naar Ouafa Oualhadj.
Buitenlandse Zaken wordt Hanneke van der Werf en Europese Zaken gaat naar Felix Klos.";1;2025-11-05T13:59:47.000Z
@Esther_Voet Je leest de vragen dus niet eens. Dat is wel heel lui twitteren.;0;2025-11-04T14:52:01.000Z
"De berichten over massamoord en verkrachtingen door de RSF in Noord-Darfur zijn weerzinwekkend.

Het Internationaal Strafhof wil zorgen dat aanstichters niet vrijuit gaan. NL kan daarbij helpen, met onderzoek én beschermen Hof tegen 🇺🇸 sancties. 
Kamervragen met @MpanzuBamenga👇 ";1;2025-11-03T19:53:58.000Z
Love the sight of morning papers ;1;2025-10-30T06:50:22.000Z
"Democratie is een feest, dus 15 uur geleden bracht ik al m'n stem uit. En u kunt dat nog tot 21u vanavond doen.   

Ga stemmen, want vandaag kunnen we de positieve krachten verenigen. En samen een punt zetten achter het tijdperk Wilders!
";1;2025-10-29T13:48:52.000Z
@fransweisglas @Castricum_NL @Paulslettenhaar @D66 Haha, veel extra stemmen als ik de sfeer in het stembureau proefde! ;1;2025-10-29T09:53:32.000Z
"Morgen staan we voor de keuze.

Nog eens twintig jaar gehaat en gechagrijn van Wilders.
Of met de positieve krachten samen aan de slag. #hetkanwel ";1;2025-10-28T21:03:49.000Z
"🚨Ook bij peiling De Hond zit D66 het meest in de lift met +5 zetels in 4 dagen tijd. De PVV zakt snel weg. Bewegingen bij andere partijen bijna binnen de foutmarge.

We kunnen morgen met alle positieve krachten de PVV verslaan! #hetkanwel ";1;2025-10-28T19:11:32.000Z
"🚨D66 voor het eerst grootste partij in peiling #IPSOS! Nek-aan-nek-race met PVV en GL-PvdA. 

Nederland laat duidelijk zien dat het wél kan. Ga stemmen! Samen kunnen we Wilders verslaan! ";1;2025-10-28T15:50:14.000Z
Wanneer steeg een partij voor het laatst 8 zetels in de peilingen? #hetkanwel ;1;2025-10-28T15:15:56.000Z
"🚨D66 maakt reuzensprong in peiling #EenVandaag en de PVV zakt hard. Gat tussen Jetten en Wilders nog maar 5 zetels. 

Wie krijgt het initiatief in de formatie: Wilders, Timmermans of Jetten? ";1;2025-10-28T15:03:49.000Z
Rob Jetten maakt in het EenVandaag debat duidelijk dat het noodzakelijk is om te investeren in defensie. Alleen zo beschermen we democratie en vrijheid. In Nederland, Europa én Oekraïne. ;1;2025-10-27T17:52:20.000Z
"Ruim een miljoen soldaten offerde Poetin op, en nóg heeft hij niet de hele Donbas bezet. 
Maar: zonder de beste steun kan 🇺🇦 niet overal alles tegenhouden, en vandaag trekt 🇷🇺 Pokrovsk binnen. 

Laten we eindelijk met sterkere sancties &amp; steun Poetin tot staakt-het-vuren dwingen. ";0;2025-10-26T21:03:58.000Z
Rob Jetten is er klaar voor om minister-president te zijn. Doe mee: ;1;2025-10-26T13:24:54.000Z
"Rob Jetten pakt Wilders aan in het debat van het Zuiden:
""Wilders is beroepsdemonstrant geworden, die maar angst blijft stoken en maar blijft poken."" ";0;2025-10-25T18:21:42.000Z
"🚨Peiling I&amp;O zet campagne op z’n kop! D66 als raket omhoog. Wilders nog maar halve fietslengte voor. 

De grootste partij heeft het initiatief in de formatie. Dit is de kans om Nederland te verlossen van de schaduw van Wilders. #hetkanwel ";1;2025-10-25T15:33:49.000Z
"Steeds meer Nederlanders zien wat Rob Jetten te bieden heeft! 

Bontenbal en Jetten daarom bovenaan in vraag wie mensen als nieuwe premier willen. Ze staan allebei in drie debatten de komende dagen.. #hetkanwel ";1;2025-10-25T07:19:22.000Z
"Terecht wordt breed opgemerkt dat met Jetten het een veel beter debat kon zijn.

“Als je de gunfactor niet hebt, dan kun je het vergeten. En Jetten is qua sympathie de koning!” #hetkanwel ";0;2025-10-23T20:51:24.000Z
"De provocaties van Poetin gaan door. Allemaal om Europa te testen.

Dit soort agressie mag niet gratis zijn. 

➡️ Sanctiepakket mét vorderen van 130 mrd Russische tegoeden
➡️ Russische schaduwvloot gaan aanhouden/controleren
➡️ Bereid een luchtverdedigingszone boven West🇺🇦 voor ";0;2025-10-23T20:30:38.000Z
“Het debat was een herhaling van zetten. En ik vind het jammer dat Jetten er niet bij was, want dat is wel de ster van deze campagne.” #hetkanwel ;0;2025-10-23T20:18:50.000Z
Voor ons realistische drugsbeleid krijgt D66 het hoogste A-label van @vocnederland in de Cannabiswijzer. We breken het verdienmodel van drugscriminelen en kiezen voor legalisering én gezondheid. 🌿 ;1;2025-10-23T17:26:36.000Z
"En dan mijn persoonlijke favoriet: de stemhulp voor fietsers van de @fietsersbond.
Ook daar krijgen we de hoogste score! Of je nou een omafiets, mountainbike, bakfiets, e-bike of tandem hebt: met D66 kom je verder 🚴‍♀️💨 ";1;2025-10-23T17:26:35.000Z
"Ook voor duurzame landbouw staan we sterk. 🌾
In de stemhulp over bestrijdingsmiddelen, biodiversiteit en duurzame landbouw scoren we hoog! @PanNederland ";1;2025-10-23T17:26:34.000Z
"Bij D66 zijn we van alle markten thuis.
Op de Innovatiemonitor van @TNO_nieuws kleuren wij namelijk alle bolletjes groen. 💡🟢 ";1;2025-10-23T17:26:33.000Z
"D66 geeft om mens, dier én milieu. 🌍
Ook op de Dierenkieswijzer van @dierbescherming halen we de maximale score. 🐾 ";1;2025-10-23T17:26:32.000Z
"Gezien de ontwikkelingen aan de andere kant van de oceaan blijkt maar weer hoe belangrijk een vrije pers is. 
Bij Free Press Unlimited scoren wij gedeeld het hoogste op de persvrijheidmeter. ";1;2025-10-23T17:26:32.000Z
"Bij D66 vinden we dat elke jongere de juiste steun verdient.
Daarom scoren we het beste op de kieswijzer van de Jeugdzorg. 💚 ";1;2025-10-23T17:26:31.000Z
Ook op de stemhulp van het @LongFonds voor gezonde longen en schone lucht kleuren wij alles groen. ;1;2025-10-23T17:26:30.000Z
Volgens de analyse van Transport en Logistiek Nederland (@TLNnieuws) geeft D66 bovendien verreweg het meeste uit aan infrastructuur. 🚧 ;1;2025-10-23T17:26:29.000Z
Ook voor vrouwenrechten spannen we ons maximaal in: bij @WOMENInc zijn wij zelfs de énige partij die álle bolletjes afvinkt. ✔️ ;1;2025-10-23T17:26:28.000Z
"We zetten ons natuurlijk keihard in voor de toekomst van het onderwijs en wetenschappelijk onderzoek.

Bij @WOinactie scoren we de meeste groene vakjes! 🎓 ";1;2025-10-23T17:26:27.000Z
"Ligt u vanavond op de bank en zoekt u nog stemadvies? 

Dan zeggen wij: stem D66.

Maar neem het niet alleen van ons aan!
Bij tal van kieswijzers – van onderwijs tot vrouwenrechten – komen wij als een van de beste uit de bus. Hier een overzichtje 👇 ";1;2025-10-23T17:26:27.000Z
"Onderwijs! Sommige partijen (bijvoorbeeld PVV, VVD &amp; CDA) denken dat je daar nóg meer op kunt bezuinigen.

No way, zegt Rob Jetten. We gaan juist investeren in betere salarissen, gelijke kansen én meer wetenschap!
";1;2025-10-23T08:42:48.000Z
"Ministers die fabeltjes verkondigen, premier zonder mandaat.

Door het experiment van Wilders &amp; Yesilgöz is Nederland gedegradeerd. Terwijl we Europa veel te bieden hebben! NL kan leidend zijn voor meer handel, klimaatactie en sterke Europese defensie. ";0;2025-10-23T05:34:41.000Z
"Trump heeft de top met Poetin alweer geschrapt en Rutte praat vandaag op ‘daddy’ in.

Feit is: er gaan geen Tomahawks naar 🇺🇦, meevaller dus voor de 🇷🇺 oorlogsindustrie. 

Laat 🇪🇺 nu doorpakken: door nieuw sanctiepakket én 200 miljard 🇷🇺 tegoeden naar 🇺🇦!
";0;2025-10-22T05:48:19.000Z
"D66 zet de opmars voort! Nu weer +2 bij peiling, de VVD voorbij en als enige progressieve partij in de lift. 

Zoals Johan Derksen gisteravond zei: ""Steeds meer mensen om mij heen gaan voor Jetten."" #hetkanwel ";1;2025-10-21T11:30:57.000Z
@TimKuijsten Hier Tim: ;1;2025-10-21T11:23:18.000Z
"Nee, Henri Bontenbal. Kinderen aanleren dat vrouwen ‘onderdanig’ zijn aan mannen, of dat homoseksuele stellen niet hand-in-hand mogen lopen, heeft niets met fatsoen te maken. 

Laten we optreden tegen religieuze scholen waar kinderen wordt geleerd onze grondwet te vergeten. ";0;2025-10-21T05:35:33.000Z
"Eén telefoontje met Poetin en Trump is alweer om. Sterker: hij schreeuwt dat Zelenskyy moet toegeven aan Rusland.
 
We kunnen als Europa niet op de VS blijven leunen. Onbegrijpelijk dat partijen links en rechts niet voor een Europese krijgsmacht kiezen. Samen = veel sterker. 🇪🇺🇳🇱 ";1;2025-10-20T05:23:00.000Z
"@JOVD Over regels gesproken! De VVD wil dat voor elke 60 woningen verplicht minimaal 100 parkeerplekken komen. 

Ultieme manier om bouwprojecten in steden onmogelijk te maken, en de halve JOVD te veroordelen tot de zolder van paps en mams. Zo gaan liberalen toch niet met elkaar om?😀 ";0;2025-10-19T21:11:13.000Z
@HuubBellemakers @RobJetten Nieuw tijdperk!;1;2025-10-19T20:45:20.000Z
"Timmermans valt drie keer uitgebreid D66 aan in eerste 11 minuten. 

Zou dat iets met de peilingen te maken hebben?#RTLdebat";0;2025-10-19T20:02:18.000Z
"Leuke ankeiler bij het #Rtldebat! Bontenbal gaat fatsoenlijk zijn, Dijk assertief.

En @RobJetten zegt terecht: No way dat we ons neerleggen bij Wilders als grootste! Of hij zich nou blijft afmelden voor TV-debatten of niet. Want Nederland is niet van de PVV.";1;2025-10-19T19:40:38.000Z
"Israël voert weer aanvallen uit door heel Gaza. Hamas executeert Palestijnse burgers en valt Israëlische troepen aan.

Amerika, Arabische landen én Europa moeten nu in actie komen om  hervatting van de oorlog te stoppen. Opnieuw blokkeren van noodhulp door Israël is onacceptabel. ";0;2025-10-19T16:37:32.000Z
@karstenklein @HenriBontenbal @cdavandaag De beste natuurkundigen staan bij DSM aan wal hè😀;1;2025-10-19T13:11:14.000Z
"Andermaal laat Trump zich door Poetin in de luren leggen.

Hij had een kans Rusland naar de onderhandelingstafel te dwingen. Met de Tomahawks had Oekraïne immers de Russische wapenindustrie kunnen aangrijpen. Poetin kan nu weer de oorlog verlengen. ";0;2025-10-18T06:31:13.000Z
"🚨D66 schiet drie zetels omhoog in peiling De Hond en haalt ook hier de VVD in. Wilders levert flink in. 

Nog tien dagen! #robmentum #d66
";1;2025-10-18T04:43:01.000Z
@CniraK Nóg leuker!;1;2025-10-16T21:54:55.000Z
@EllenBijster MANY PEOPLE ARE SAYING;0;2025-10-16T21:54:34.000Z
The polls, they are a-changin ;0;2025-10-16T21:13:22.000Z
"Coenradie is het niet eens met Nanninga over de islam, Eerdmans niet met Coenradie over het cellentekort en nu is nummer 4, Hoogeveen, het niet eens met Nanninga over Gaza-demonstraties.

Tip voor JA21: praat eens met elkaar? ";0;2025-10-15T15:38:25.000Z
@Adrivvn ;1;2025-10-14T19:23:12.000Z
@BurgFunk8 Veel dank Gerard!!;1;2025-10-14T19:22:50.000Z
"JA21 is tegen Oekraïne in de EU omdat het land ‘in de Russische invloedssfeer’ ligt😵‍💫. En Oekraïne is ‘anders’ dan wij.

Dit zijn de teksten die Poetin dolgraag uit Europa wil horen. 

Gisteren Nanninga die de Rode Lijndemo wegzet als ‘pro-Hamas’. Nu dit. Waar is JA21 mee bezig? ";0;2025-10-14T19:08:30.000Z
@wdersteenbergen Klopt!;1;2025-10-14T18:39:12.000Z
"@dvdstelt @raymondmens Van 4 naar 3 is volgens mij niet 25% vooruit?

Van 11 naar 14 (wat D66 doet) daarentegen is wel 27,3% vooruit!";0;2025-10-14T14:31:24.000Z
@raymondmens Bikkelharde feiten!;1;2025-10-14T13:06:19.000Z
"BREEK🚨 D66 +3 en grootste stijger in peiling EenVandaag!

Daarmee D66 nu grootste liberale partij in peilingwijzer. #onaroll #Robmentum ";1;2025-10-14T11:05:40.000Z
"De tijdlijnen op X zijn vandaag anders, dankzij de hartverwarmende beelden van families in Israël en Palestina die hun naasten eindelijk weer omhelzen. 

Na zoveel terreur, oorlog en uithongering geeft dit hoop . Laat nu de wereld niet wegkijken, maar vol inzetten op echte vrede. ";1;2025-10-13T12:13:45.000Z
@JeremyBerendsen Zelfs een kapotte klok heeft tweemaal daags gelijk!;1;2025-10-13T11:23:47.000Z
