Posts,Labels
"Op 4 mei moet ik denken aan mensen zoals Johannes Swint. 

Swint woonde met zijn gezin in de Oosterparkwijk. Naast zijn werk als verzekeringsagent was hij ook voorzitter van de speeltuinvereniging ‘Oosterpark’. Hij was als één van de CPN-leiders in Groningen actief in het communistisch verzet en was in februari 1941 betrokken bij een oproep tot staking in verband met de anti-joodse maatregelen. Swint verstrekte daarnaast geld en levensmiddelen aan onderduikers.

Tijdens de jaarwisseling van 1944 wordt er bij Swint aangebeld. Als hij de deur opent staan er drie SD-mannen voor de deur die hem bevelen mee te lopen. Op het Linnaeusplein wordt hij door drie kogels geraakt en sterft ter plekke.

Er zijn vele voorbeelden van ongewone gewone mensen zoals Johannes Swint. Mensen met verschillende achtergronden die kleine en grote daden van verzet laten zien. Al die opgetelde daden hebben het verschil voor zovelen gemaakt. 

Dat verschil kunnen we nu ook maken. Met grote en kleine daden van verzet. Die opgeteld een grote beweging opbouwen. Een beweging van mensen die nee zeggen tegen oorlog en geweld. 

Lees hier meer over Johannes Swint 👉 ",1
"Onacceptabel. Dit doet zoveel mensen en nabestaanden pijn.

Terwijl het een dag van herdenken is.

Van iedereen die tijdens de WOII of de koloniale oorlog in Indonesië is omgekomen of vermoord én iedereen die is omgekomen in oorlogssituaties na de WOII.",0
"Zij bepalen terwijl wij betalen.

Het economische beleid van Jetten is 1-op-1 het wensenlijstje van de CEO’s van Nederland:
👉Onze winsten uit werk moeten naar hun aandeelhouders.
👉Ons publieke middelen moeten naar hun private winsten.
👉Onze sociale zekerheid moet eraan voor hun goedkope arbeid.
👉Onze werknemersrechten moeten wijken voor hun flexibiliteitfetish.

Het is neoliberalisme 2.0

Een beter Nederland is mogelijk.
Sluit je aan 👉 ",0
"1 mei: Dag van de Arbeid!

Een dag vol trots.
Op onze werkende klasse.
Op onze sociale verworvenheden.
Op onze vooruitgang.

Een dag vol strijd.
Tegen langer doorwerken.
Tegen de afbraak van de WW en WIA.
Tegen bezuinigingen op de zorg. 

Voor meer waardering, zekerheid en zeggenschap.
Voor al die mensen die ons land draaiende houden.
Voor een betaalbaar Nederland.

Tot vanmiddag! 
13.45u Museumplein Amsterdam",1
"“Duizenden euro’s aan zorgkosten! Ik ga failliet.”

“Ik heb er slapeloze nachten van.”

Het kabinet Jetten schuift de rekening van de zorg door naar zieken.

Wij draaien het om: Niet snijden in mensen, maar zorgen voor elkaar. Zorg moet een zekerheid zijn.",0
"Kabinet wilde eerst bezuinigen op de bijstand.

Maar wordt door kamer teruggefloten.

En wil nu het gat dichten met geld voor gezinnen met lagere inkomens.

Wat een armoede.
",0
"Camiel moet meer betalen.
Wennink mag mee bepalen.

Camiel moet langer doorwerken, krijgt hoger eigen risico, hogere huur, duurdere boodschappen, stijgende energierekeningen en de opkomstplicht.

Wennink betaalt minder belasting, krijgt via inkoop eigen aandelen een hogere aandelenwaarde en noemt Nederland dik, dom en zelfgenoegzaam.",0
"Een compromis op afbraak blijft afbraak. 

Het kabinet Jetten bezuinigt miljarden op zorg en sociale zekerheid. De SP werkt hier niet aan mee.

Oppositiepartijen die deals sluiten met het minderheidskabinet, werken mee aan de afbraak. ",0
"Maak energie betaalbaar.

We kunnen het echt anders doen.
We kunnen echt onafhankelijk worden
We kunnen echt loskomen van dit stelsel. 

Los van andere landen.
Los van oligarchen.
Los van de markt.
Los van multinationals.

Eigen energie: in eigen land en in eigen hand. ",1
"Dit steunpakket is onvoldoende en oneerlijk.

D66, CDA en VVD halen geld weg bij mensen in armoede en schulden. Ze vragen niets van de crisisprofiteurs die nu overwinsten maken.

Doe mee en steun de actie. Maak energie betaalbaar en laat de crisisprofiteurs betalen ⤵️",0
"Stop de crisisprofiteurs!

Verlaag de belastingen op energie en brandstof. Belast de grootste olie- en energiebedrijven die nu recordwinsten maken.

Maak energie betaalbaar en laat de crisisprofiteurs betalen ⬇️",1
"Jetten wil eigen risico verhogen naar €455!

Terwijl de kosten voor energie, brandstof en boodschappen blijven stijgen. En de huur omhoog gaat.

Dit minderheidskabinet is welgesteld en wereldvreemd.

Maar wij zijn met meer.
Maak Nederland betaalbaar.

Sluit je aan voor goede zorg⤵️",0
"Maak energie betaalbaar. 

Door de privatisering van onze energie zijn we de zeggenschap kwijt. De hoge kosten voor energie gaat de markt niet oplossen. Het is tijd dat we zeggenschap terugpakken en de kosten voor mensen verlagen.

Maak energie betaalbaar.",1
@VrijeGeest @BaardBroeder Meerdere voorstellen gedaan om de belasting op energie te verlagen. Die is namelijk onnodig en waanzinnig hoog. ,0
"Maak energie betaalbaar. Verlaag de prijzen en verhoog de lonen van mensen.

Nu maken grote olie- en energiebedrijven weer megawinsten terwijl mensen de rekeningen niet kunnen betalen.

Maak energie betaalbaar 👉 ",1
"Jetten wil eigen risico verhogen naar €455!

Terwijl de kosten voor energie, brandstof en boodschappen blijven stijgen. En de huur omhoog gaat.

Dit minderheidskabinet is welgesteld en wereldvreemd.

Maar wij zijn met meer.
Maak Nederland betaalbaar.",0
"Nog meer onrecht.

Ongehoord! 64 miljoen ongesorteerde bestanden gevonden. Allemaal informatie die ontbrak voor parlementaire enquête. Hoe kan dit? Riekt naar een doofpot. 

En dát dit gebeurd is, geeft nog meer wantrouwen van gedupeerden in overheid.
",0
"De enige boodschap in de richting van Trump moet zijn: Stop de oorlog!

Niet paaien, geen geslijm, niet overnachten, geen etentjes. Niet met de man die een illegale oorlog start met vele doden, escalatie en een energie- en voedselcrisis tot gevolg. ",0
"Het kabinet-Jetten heeft geen plannen.
Maar wel bezuinigingen op onze sociale zekerheid.

Wat mensen vinden en wat de gevolgen zijn, wordt niet bij stil gestaan.

Laat horen wat uw mening is over de bezuinigingen via ",0
"Duitsland verlaagt de brandstofprijzen.

Polen deed dit al.
Italië deed dit al.
Ierland deed dit al.
Spanje deed dit al.
Oostenrijk deed dit al.

Terwijl de werkende klasse betaalt, doet het kabinet Jetten niets. ",0
"Bij iedere crisis zijn er profiteurs.
Opnieuw maken grote olie- en energiebedrijven hoge winsten en betalen mensen torenhoge prijzen. 

Maak energie betaalbaar.
Verlaag de belasting op energie, maximeer de prijzen en voer een overwinstbelasting in.
",0
"Elke dag dat het kabinet niks doet aan de hoge brandstofprijzen wordt de werkende klasse geraakt.

Mensen betalen een hoge prijs om naar hun werk te gaan. Ondertussen ligt de oplossing gewoon klaar.

Verlaag de accijnzen.",0
"Alle landen om ons heen nemen maatregelen tegen de betaalbaarheidscrisis. 

Waar wacht Jetten nog op?

Maak Nederland betaalbaar:
👉 Bevries de huren
👉 Verlaag de btw op boodschappen
👉 Schaf de belasting op energie af
",1
"Trump startte een illegale oorlog.

Met doden, escalatie, energie- en voedselcrisis tot gevolg.

Kabinet Jetten heeft begrip.

Nu dreigt Trump een hele beschaving te vernietigen.

Rutte blijft paaien. Koningshuis en Jetten gaan gezellig op bezoek.

Het is de wereld op z’n kop. ",0
"Ons voorstel om onderzoek te doen naar meer nieuwe banen voor mensen met een arbeidsbeperking is aangenomen.

Deze banen moeten er snel komen.
Nu zitten er duizenden mensen thuis die graag aan het werk willen. En iedereen die kan en wil werken moet een goede baan krijgen. ",1
"Acties en druk van vakbonden en mensen zorgen voor een meerderheid om de AOW-verhoging te schrappen.

Wij zijn met meer. Nu doorpakken. Weg met de asociale bezuinigingen op de WW en WIA. ",0
"Bericht van mevrouw Welgrave

Iedere dag krijg ik berichten van mensen die de rekeningen niet meer kunnen betalen.

Terwijl mensen moeten kiezen tussen een warme maaltijd of de verwarming aanzetten, wacht Jetten met ingrijpen op de stijgende kosten voor mensen.

Maak energie betaalbaar:
👉Verlaag de belasting op energie
👉Stel een energieprijsplafond in
👉Maximeer de prijzen aan de pomp",1
"Vakbonden en MKB Nederland vragen terecht om een verruiming van de kilometervergoeding voor werkende mensen.

Partijen stemden vandaag tegen ons voorstel om de kilometervergoeding te verhogen.

Voer met ons de druk op en maak brandstof betaalbaar 👉 ",0
"Gister op bezoek geweest bij de PVDA België. We spraken over de wooncrisis, huurders acties en ons woonplan Wonen zonder Winst.

Want een goed en betaalbaar huis voor iedereen die dat nodig heeft is mogelijk.
✅Huren omlaag
✅1 miljoen woningen erbij
✅Zeggenschap voor huurders
Steun de actie ⤵️",1
"Mevrouw Welgraven stuurde mij een brief.
'Wij durven de verwarming niet meer echt aan te zetten, want dan betalen we €350. Dat kunnen we niet betalen, zeker ook met de onbetaalbare zorgverzekering.'

Bekijk hier mijn hele toespraak terug.
Over:
•⁠  ⁠Mevrouw Welgraven
•⁠  ⁠⁠”Onbetaalbare zorg”
•⁠  ⁠⁠”Onhoudbare sociale zekerheid”
•⁠  ⁠⁠DNB directeur Olaf Sleijpen
•⁠  ⁠⁠Progressief Nederland 
•⁠  ⁠⁠En 2 miljoen Nederlanders die de energierekening nu al niet kunnen betalen.",0
"Eens met MKB Nederland.

Dinsdag wordt er gestemd over voorstel van SP om kilometervergoeding voor werkende mensen te verruimen. ",0
"De energierekening blijft stijgen.
Maar het kabinet blijft wegkijken.
Waar wacht dit kabinet op?

Maak energie betaalbaar:
👉Verlaag de btw op energie
👉Stel een energieprijsplafond in
👉Maximeer de prijzen aan de pomp
",0
"Dit kabinet veroorzaakt meer armoede en onzekerheid

Wel forse bezuinigingen op zorg en sociale zekerheid. Geen steun voor mensen die de energierekening niet kunnen betalen.

Wel miljarden euro’s voor meer wapens maar niet om het leven van mensen betaalbaar te maken. ",0
"Het zijn altijd grootverdieners en grote bedrijven die oproepen tot loonmatiging.

Het is de oorlog die deze energiecrisis veroorzaakt en het zijn de hoge winsten die de inflatie aanwakkeren.

Crisisprofiteurs hebben nooit de wijsheid in pacht.

Verlaag de kosten.
Verlaag de winsten.
Maakt het leven betaalbaar.",0
"Nederlanders moeten soberder gaan leven omdat de minister muntjes kreeg voor douchen en bellen?

Wat zijn dit voor gekke redenaties?
En dan is het verhaal ook nog eens niet waar.
Hoe verzin je het?",0
"Zijn ze wereldvreemd?

Werkende mensen zijn een steeds groter deel van hun inkomen kwijt aan brandstof. D66 wil hier niets aan doen.

Verlaag nu de brandstofprijzen en maak energie betaalbaar!",0
"Waar wacht dit kabinet nog op?

Mensen kunnen nu al de energierekening niet betalen. Het kabinet wacht af, net als in 2022. Ze hebben er niks van geleerd.

👉Maximeer de prijzen aan de pomp
👉Stel een energieprijsplafond in
👉Heropen het energienoodfonds
👉Verlaag de btw op energie
👉Keer energietoeslag uit

Maak energie betaalbaar!",0
"Tijdens crises zijn er ook profiteurs.

De grootste olie- en energiebedrijven profiteren van de stijgende energieprijzen en tegelijk heft de overheid hoge belastingen op brandstof energie.

Stel een energieprijsplafond in, maximeer de prijzen en verlaag de belasting op energie.

Maak energie betaalbaar!
Steun de actie: ",0
"Tijd voor maximumprijzen en een prijsplafond

Bij iedere energiecrisis betalen gewone mensen de prijs. Terwijl mensen de kachel dichtdraaien en werken om te tanken, maken olie- en energiebedrijven dikke winsten. Tegelijkertijd ontvangt de overheid hoge belastingen op brandstof en energie.

Daarom moet er nu een maximumprijs voor brandstof komen, een prijsplafond zonder winsten voor energie en de belastingen op energie en brandstof moeten omlaag.

Maak energie betaalbaar.
Doe mee: ",1
"De prijzen voor brandstof en energie blijven maar stijgen

Partijen stemden vandaag tegen onze voorstellen om het leven voor mensen betaalbaar te maken.

Gewone mensen kunnen niet wachten op maatregelen. Ondertussen blijven de kosten stijgen. Het kabinet mag niet wegkijken maar moet ingrijpen.

👉Maximeer de prijzen aan de pomp
👉Stel een energieprijsplafond in
👉Heropen het energienoodfonds
👉Verlaag de btw op energie
👉Keer energietoeslag uit

Maak energie betaalbaar!",0
"Vijlbrief verkoopt lariekoek

Minister Vijlbrief wil 6 miljard bezuinigen op de AOW, WIA en WW. Gewone mensen betalen de prijs.

Vijlbrief maakt mensen bang door te stellen dat de kosten voor sociale zekerheid onhoudbaar zijn. Terwijl deze jarenlang gelijk zijn en blijven.

Wat vindt jij van de plannen van het kabinet? 👉 ",0
"@markpijnappels @MDHeeremans @suusonline @edgarmulder1 Al jaren is het aandeel uitgaven aan sociale zekerheid tussen de 11 en 13% van BBP. Dat gaat de komende jaren niet stijgen.

Dus de aanname dat de kosten onbeheersbaar zijn en sociale zekerheid onbetaalbaar wordt, is gebaseerd op politieke overtuiging in plaats van op feiten.",0
"Kabinet heeft de boel niet op orde en kort daarom op arbeidsongeschikten.

Werkende mensen die de pech hebben arbeidsongeschikt te worden, krijgen van dit kabinet een rekening gepresenteerd.

Met meer armoede, onzekerheid en ongelijkheid tot gevolg. ",0
@MiekeJanson @suusonline @edgarmulder1 Bizarre redenering. Zegt veel over hoe zij zelf naar mensen kijken. Alsof mensen onnodig veel energie gebruiken om het milieu eens even extra te vervuilen. Het tegendeel is waar.,0
"2 miljoen mensen kunnen de energierekening nu al niet betalen. Ondertussen blijft de energierekening van mensen stijgen.

Het kabinet moet ingrijpen in plaats van wegkijken.

👉Verlaag de btw op energie
👉Heropen het energienoodfonds
👉Voer een prijsplafond in
👉Organiseer onze energie weer zelf

Maak energie betaalbaar!",0
"SP-stemmers bedankt!

We zien dat gewone mensen de rekening betalen van het kabinet Jetten. Overal waar we kunnen zetten wij ons in om Nederland betaalbaar te maken. Uw stem heeft daaraan bijgedragen.

Meer doen? Sluit je aan 👉 ",1
"Wij willen een ander Nederland.

Een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is. 

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem vandaag SP. ",1
"Stem vandaag voor een ander Nederland.

Voor meer goede en betaalbare woningen.
Voor hogere inkomens en meer gemeentelijke hulp.
Voor menselijke zorg en tegen zorgbezuinigingen.

Thuisblijven helpt niet, SP stemmen wel. Stem SP. ",1
"Jouw stem kan vandaag het verschil maken.

Het verschil van nét die ene stem in de gemeenteraad. Die ene stem die nodig is om de huren te verlagen. Die ene stem die nodig is om armoede onder kinderen aan te pakken. Of die ene stem die nodig is om de zorg te redden.

Maak jouw gemeente betaalbaar.
Stem vandaag SP.",1
"De SP is sterk lokaal geworteld. Samen met mensen komen we in in de raad en op straat in actie voor betaalbaar wonen, tegen armoede en voor goede zorg.

Maak lokaal het verschil.
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. ",1
"Heropen het energienoodfonds zo snel mogelijk. Ons voorstel met CU hiervoor is aangenomen. 

Maar er is meer nodig:
👉 Verlaag de belastingen op brandstof en energie.
👉 Voer maximumprijzen en prijsplafond in. 
👉 Neem energie weer in eigen handen.

Maak energie betaalbaar!
Doe mee 👉 ",1
"Op je 78e krachttraining moeten doen voordat je thuiszorg kan krijgen. Gekker moet het niet worden.

✅ Red de zorg:
De SP kiest voor goede en betaalbare thuiszorg zonder asociale bezuinigingen.

Maak Nederland betaalbaar.
Stem SP. ",1
"Maak energie betaalbaar.
Doe mee 👉 ",1
"Dit is realiteit tegenover Haags beleid.

Mensen hebben niets aan plannen die pas eind dit jaar ingaan. Wachten tot komende winter is te laat.

Er is nu hulp nodig. ",0
"Trump start een illegale oorlog. Met grote gevolgen voor mensen daar en hier. Het kabinet Jetten durft de aanval niet te veroordelen.

En nu laten ze 2 miljoen Nederlanders die de energierekening niet kunnen betalen in de steek.

Verlaag nu de kosten van energie en brandstof. Maak energie betaalbaar 👉 ",0
"Trots op onze solidariteitsregeling.

SP-raadsleden doen het niet voor het geld maar om hun gemeente betaalbaar te maken voor mensen.

Ze wonen en werken in hun gemeenschap. En weten daarom wat nodig is:
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar.
Stem SP.",1
"Het kabinet doet he-le-maal niks tegen de stijgende prijzen.

Terwijl energie en brandstof onbetaalbaar zijn, wacht Jetten rustig tot 2027.

Terwijl zij wachten, betalen gewone mensen de prijs.

Maak energie betaalbaar 👉 ",0
"Overal voeren SP’ers campagne voor een betaalbaar Nederland. Wij willen een ander Nederland. Een land waarin het om mensen gaat en niet om de winsten. 

Maak lokaal het verschil.
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. ",1
"Jetten bezuinigt keihard op de thuiszorg. Dit veroorzaakt zoek-het-zelf-maar-uit-zorg. 

De SP kiest voor goede zorg.
Zonder marktwerking maar met samenwerking.
Zonder wantrouwen maar met vertrouwen in zorgverleners.

Red de zorg. Stem 18 maart SP.
En doe mee 👉 ",1
"Stem 18 maart voor een Betaalbaar Nederland.

Voor een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is.

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. 🗳️🍅 ",1
"Wij willen een ander Nederland.

Een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is.

Vandaag ben ik in Zwolle, Leeuwarden en Groningen om met mensen in gesprek te gaan over onze eisen voor een beter Nederland:

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem 18 maart SP.",1
"De aanval op de Joodse school in Amsterdam is vreselijk en zorgt voor veel angst. Op een plek waar kinderen veilig horen te zijn.

We mogen deze haat en dit geweld nooit accepteren. Veel sterkte en kracht voor de ouders, kinderen en gemeenschap.",0
"Wij willen een ander Nederland.

Een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is. 

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. ",1
"Naast voorstel met CU voor sneller noodfonds, ligt SP-voorstel voor meer geld en breder noodfonds klaar. ",1
"NAJAAR?!

Waar wacht het kabinet nog op?

Honderdduizenden mensen kunnen de energierekening nu al niet betalen. Daar komen door de oorlog in Iran nog honderdduizenden bij.

Maak energie betaalbaar!
Doe mee 👉 ",0
"⛽️⚡️Maak energie betaalbaar!

Het kabinet Jetten heft hoge belastingen op onze energie. De olie- en energiebedrijven maken dikke winsten.

Mensen voelen dagelijks de betaalbaarheidscrisis en betalen de prijs.

👉 Stel een maximumprijs in voor brandstof en energie. 
👉 Verlaag de belastingen op brandstof en energie.
👉 Voer het energienoodfonds weer in.

Steun deze eisen",0
"Stop de verhoging van het eigen risico naar €520.

Uit deze tegenbeweging kan iets moois ontstaan. Een alternatieve coalitie van zorgverleners, vakbonden, maatschappelijke organisaties en een verenigde oppositie. 

Voor betaalbare zorg.
Voor menselijke ouderenzorg.
Voor fatsoenlijk gehandicaptenzorg.

Want wij zijn met meer.",1
"Geen hogere AOW-leeftijd.
Geen korting arbeidsongeschikten.
Geen halvering WW. 

Onder druk wordt alles vloeibaar.
Een verenigde oppositie kan samen met vakbonden deze afbraak blokkeren.

Het kabinet Jetten is in de minderheid.

Wij zijn met meer! ",0
@notyourcupofme Zeker. Het is niet zo dat we mensen hiervoor uitsluiten.,1
"De plannen van Jetten raken telkens weer mensen met lagere en middeninkomens.

👉 Stel een maximumprijs in voor brandstof en energie. 
👉 Verlaag de belastingen op brandstof en energie.
👉 Voer het energienoodfonds weer in.

Maak Nederland betaalbaar. ",1
"Ons plan voor werk en tegen armoede

👉 50.000 nieuwe banen voor mensen die willen werken maar door kabinet aan de kant en in de bijstand zijn gezet: ",1
"@GentDerk Klopt. Overheid huur voor 3,7 miljard euro externen in zoals consultants en interim-managers. Slecht en duur.",0
"@hodlr_88 De salarissen kunnen flink omlaag. Net als de wachtgeldregeling.

Het is één van de redenen waarom SP volksvertegenwoordigers een groot deel van hun inkomens afdragen. Zo zijn we niet afhankelijk van commerciële partijen en voelen we zelf de beslissingen die de politieke neemt.",0
@LudoVerwimp Klopt. Vaak overbelast. Met plannen van dit kabinet zal er nog meer druk op mantelzorgers (en ook vrijwilligers) komen.,0
@SanderSassen @PaulPeete25 Die heb ik dan gemist…,0
