Posts,Labels,date_created
"Overgrote meerderheid van Nederland steunt vakbonden in strijd tegen afbraak sociale zekerheid.

Mensen die ons land draaiende houden verdienen een overheid die aan hun zijde staat.

En niet deze 16 jaar lange arrogantie van de macht 👇 ",1,2026-05-18T13:18:33.000Z
@suusonline In hetzelfde programma geeft ik ook aan waar en waarom het huidige asiel- en migratiebeleid problematisch is.,0,2026-05-17T13:51:16.000Z
"Oud-minister en VVD-erelid Kamp is zelf medeverantwoordelijk voor jarenlange afbraakpolitiek: toeslagenschandaal, aardbevingsellende, zorgbezuinigingen, uitverkoop volkshuisvesting en sluiten politiebureaus. 

Diezelfde oud-minister komt nu bij WNL met een eenzijdig verhaal over migratie en onrust in de samenleving.",0,2026-05-17T11:40:52.000Z
Deze man wil “maximaal geweld” tegen Palestijnse vluchtelingen. Een waanzinnige en gevaarlijke oproep. ,0,2026-05-14T18:24:57.000Z
"Minister Vijlbrief heeft geen plannen maar alleen bezuinigingen. Stop de afbraak van AOW, WIA en WW.

Wat vind jij? Laat je mening achter en doe mee aan ons onderzoek.",0,2026-05-13T17:38:34.000Z
"€2.400.000.000.000 voor oorlog!

“They got money for war but can't feed the poor”

Kabinet Jetten wil €30 miljard extra voor NAVO-norm.

Ondertussen leeft 1 op de 3 mensen van salaris naar salaris.

Stop de oorlog. Mensen willen betaalbare woningen, zorg en sociale zekerheid. ",0,2026-05-13T12:49:53.000Z
@kobizonder @SPnl We zijn tegen de verhoging van de camperbelasting 👉 ,0,2026-05-12T22:11:09.000Z
"Dit is niet demonstreren of protesteren.
Dit is slopen, vernielen en brandstichten.

En dan daarna de brandweer tegenhouden.

Onacceptabel. ",0,2026-05-12T22:07:20.000Z
@Friedabrabant Exact. Sowieso geen 19 miljard extra voor de NAVO-norm. Dit gaat nu direct ten koste van zorg en sociale zekerheid.,0,2026-05-12T20:12:00.000Z
"Wij zijn met meer! 💪

Oppositie staat verenigd achter SP-voorstel:
Premiegeld voor arbeidsongeschiktheid moet naar arbeidsongeschikten.

Ons premiegeld mag niet gebruikt worden voor hogere NAVO-norm.

Vakbonden en verenigde oppositie kunnen de afbraak van Jetten stoppen. ",1,2026-05-12T20:00:45.000Z
"Wij zijn met meer! 💪

Oppositie staat verenigt achter SP-voorstel:
Premiegeld voor arbeidsongeschiktheid moet naar arbeidsongeschikten.

Ons premiegeld mag niet gebruikt worden voor hogere NAVO-norm.

Vakbonden en verenigde oppositie kunnen de afbraak van Jetten stoppen. ",1,2026-05-12T19:57:54.000Z
"Het kabinet Jetten heeft geen plannen, maar alleen bezuinigingen. 

Onacceptabel, onnodig en asociaal. Werkende mensen en arbeidsongeschikten betalen de prijs.

Jetten heeft geen meerderheid. 
Wij zijn met meer. Samen met de vakbonden komen wij in actie. Samen krijgen we deze bezuinigingen van tafel.",0,2026-05-12T11:40:54.000Z
"Stop de afbraak van sociale zekerheid.

Dit minderheidskabinet verdient verzet. 
Samen zijn wij met meer!

De plannen van Jetten zijn onacceptabel, onnodig en asociaal. Het raakt de werkende klasse keihard.   

Steun de vakbonden. 
Als we samen opstaan, kunnen we winnen. ",0,2026-05-11T09:40:49.000Z
"Vanmiddag in alle rust een goed gesprek gehad met bewoners van de Maten in Apeldoorn.

Over sociale problemen die opstapelen in de wijk. Wijken die altijd de klappen opgevangen, waar mensen zich niet gehoord voelen en nu overvallen worden door noodopvang op een ongeschikte plek. ",1,2026-05-09T13:59:12.000Z
"Trump vraagt.
Jetten draait. 

Minder zorg.
Meer bommen.

Onze welvaartsstaat wordt omgebouwd tot een oorlogsmachine. ",0,2026-05-07T20:40:05.000Z
"@DGWD033 Wij blijven voorstellen indienen om accijnzen op brandstof en btw op energie en boodschappen te verlagen.

Het zijn indirecte belastingen op arbeid die mensen met bescheiden en middeninkomens raken.",0,2026-05-07T15:18:35.000Z
"@Marilau2001 @SPnl Wij blijven voorstellen indienen om accijnzen op brandstof en btw op energie en boodschappen te verlagen.

Het zijn indirecte belastingen op arbeid die mensen met bescheiden en middeninkomens raken.",0,2026-05-07T15:16:38.000Z
"@HenriHseubers Wij blijven voorstellen indienen om accijnzen op brandstof en btw op energie en boodschappen te verlagen.

Het zijn indirecte belastingen op arbeid die mensen met bescheiden en middeninkomens raken.",1,2026-05-07T15:16:31.000Z
"Stop de crisisprofiteurs!
Shell heeft sinds de oorlog in Iran 1,7 miljard euro extra winst gemaakt. 

Belast de grootste olie- en energiebedrijven die nu recordwinsten maken. Verlaag de belastingen op energie en brandstof.

Maak energie betaalbaar en laat de crisisprofiteurs betalen ⬇️",1,2026-05-07T15:10:18.000Z
"@nellie_voss Wij blijven voorstellen indienen om accijnzen op brandstof en btw op energie en boodschappen te verlagen.

Het zijn indirecte belastingen op arbeid die mensen met bescheiden en middeninkomens raken.

Kijk waar het geld naartoe gaat.
Rijken worden rijker en armen worden armer. ",0,2026-05-07T12:54:45.000Z
"Gênant hoe kabinet Jetten met onze werkende klasse omgaat.

Duitsland verlaagt de brandstofprijzen.
Polen deed dit al.
Italië deed dit al.
Ierland deed dit al.
Spanje deed dit al.
Oostenrijk deed dit al.

Het kabinet Jetten heeft geen cent over voor onze zorg en werkende klasse. ",0,2026-05-06T15:45:21.000Z
"De 0,01% allerrijksten betalen minder belasting dan 90% van alle Nederlanders.

Tijd voor een miljonairsbelasting!

Dan verlagen we de betastingen op energie, de accijnzen op brandstof en btw op boodschappen.

Maak Nederland betaalbaar. ",0,2026-05-06T11:29:50.000Z
"Op 4 mei moet ik denken aan mensen zoals Johannes Swint. 

Swint woonde met zijn gezin in de Oosterparkwijk. Naast zijn werk als verzekeringsagent was hij ook voorzitter van de speeltuinvereniging ‘Oosterpark’.

Tijdens de jaarwisseling van 1944 wordt er bij Swint aangebeld. Als hij de deur opent staan er drie SD-mannen voor de deur die hem bevelen mee te lopen. Op het Linnaeusplein wordt hij door drie kogels geraakt en sterft ter plekke.

Johannes Swint was als één van de CPN-leiders in Groningen actief in het communistisch verzet en was in februari 1941 betrokken bij een oproep tot staking in verband met de anti-joodse maatregelen. Swint verstrekte daarnaast geld en levensmiddelen aan onderduikers.

Er zijn vele voorbeelden van ongewone gewone mensen zoals Johannes Swint. Mensen met verschillende achtergronden die kleine en grote daden van verzet laten zien. Al die opgetelde daden hebben het verschil voor zovelen gemaakt. 

Dat verschil kunnen we nu ook maken. Met grote en kleine daden van verzet. Die opgeteld een grote beweging opbouwen. Een beweging van mensen die nee zeggen tegen oorlog en geweld. 

Lees hier meer over Johannes Swint 👉 ",1,2026-05-04T19:36:48.000Z
"Op 4 mei moet ik denken aan mensen zoals Johannes Swint. 

Swint woonde met zijn gezin in de Oosterparkwijk. Naast zijn werk als verzekeringsagent was hij ook voorzitter van de speeltuinvereniging ‘Oosterpark’. Hij was als één van de CPN-leiders in Groningen actief in het communistisch verzet en was in februari 1941 betrokken bij een oproep tot staking in verband met de anti-joodse maatregelen. Swint verstrekte daarnaast geld en levensmiddelen aan onderduikers.

Tijdens de jaarwisseling van 1944 wordt er bij Swint aangebeld. Als hij de deur opent staan er drie SD-mannen voor de deur die hem bevelen mee te lopen. Op het Linnaeusplein wordt hij door drie kogels geraakt en sterft ter plekke.

Er zijn vele voorbeelden van ongewone gewone mensen zoals Johannes Swint. Mensen met verschillende achtergronden die kleine en grote daden van verzet laten zien. Al die opgetelde daden hebben het verschil voor zovelen gemaakt. 

Dat verschil kunnen we nu ook maken. Met grote en kleine daden van verzet. Die opgeteld een grote beweging opbouwen. Een beweging van mensen die nee zeggen tegen oorlog en geweld. 

Lees hier meer over Johannes Swint 👉 ",1,2026-05-04T19:36:48.000Z
"Onacceptabel. Dit doet zoveel mensen en nabestaanden pijn.

Terwijl het een dag van herdenken is.

Van iedereen die tijdens de WOII of de koloniale oorlog in Indonesië is omgekomen of vermoord én iedereen die is omgekomen in oorlogssituaties na de WOII.",0,2026-05-04T12:41:38.000Z
"Zij bepalen terwijl wij betalen.

Het economische beleid van Jetten is 1-op-1 het wensenlijstje van de CEO’s van Nederland:
👉Onze winsten uit werk moeten naar hun aandeelhouders.
👉Ons publieke middelen moeten naar hun private winsten.
👉Onze sociale zekerheid moet eraan voor hun goedkope arbeid.
👉Onze werknemersrechten moeten wijken voor hun flexibiliteitfetish.

Het is neoliberalisme 2.0

Een beter Nederland is mogelijk.
Sluit je aan 👉 ",0,2026-05-02T15:47:56.000Z
"1 mei: Dag van de Arbeid!

Een dag vol trots.
Op onze werkende klasse.
Op onze sociale verworvenheden.
Op onze vooruitgang.

Een dag vol strijd.
Tegen langer doorwerken.
Tegen de afbraak van de WW en WIA.
Tegen bezuinigingen op de zorg. 

Voor meer waardering, zekerheid en zeggenschap.
Voor al die mensen die ons land draaiende houden.
Voor een betaalbaar Nederland.

Tot vanmiddag! 
13.45u Museumplein Amsterdam",1,2026-05-01T07:33:59.000Z
"“Duizenden euro’s aan zorgkosten! Ik ga failliet.”

“Ik heb er slapeloze nachten van.”

Het kabinet Jetten schuift de rekening van de zorg door naar zieken.

Wij draaien het om: Niet snijden in mensen, maar zorgen voor elkaar. Zorg moet een zekerheid zijn.",0,2026-04-28T14:32:17.000Z
"Kabinet wilde eerst bezuinigen op de bijstand.

Maar wordt door kamer teruggefloten.

En wil nu het gat dichten met geld voor gezinnen met lagere inkomens.

Wat een armoede.
",0,2026-04-24T11:42:40.000Z
"Camiel moet meer betalen.
Wennink mag mee bepalen.

Camiel moet langer doorwerken, krijgt hoger eigen risico, hogere huur, duurdere boodschappen, stijgende energierekeningen en de opkomstplicht.

Wennink betaalt minder belasting, krijgt via inkoop eigen aandelen een hogere aandelenwaarde en noemt Nederland dik, dom en zelfgenoegzaam.",0,2026-04-23T15:57:59.000Z
"Een compromis op afbraak blijft afbraak. 

Het kabinet Jetten bezuinigt miljarden op zorg en sociale zekerheid. De SP werkt hier niet aan mee.

Oppositiepartijen die deals sluiten met het minderheidskabinet, werken mee aan de afbraak. ",0,2026-04-23T11:45:31.000Z
"Maak energie betaalbaar.

We kunnen het echt anders doen.
We kunnen echt onafhankelijk worden
We kunnen echt loskomen van dit stelsel. 

Los van andere landen.
Los van oligarchen.
Los van de markt.
Los van multinationals.

Eigen energie: in eigen land en in eigen hand. ",1,2026-04-22T18:28:59.000Z
"Dit steunpakket is onvoldoende en oneerlijk.

D66, CDA en VVD halen geld weg bij mensen in armoede en schulden. Ze vragen niets van de crisisprofiteurs die nu overwinsten maken.

Doe mee en steun de actie. Maak energie betaalbaar en laat de crisisprofiteurs betalen ⤵️",0,2026-04-22T14:24:15.000Z
"Stop de crisisprofiteurs!

Verlaag de belastingen op energie en brandstof. Belast de grootste olie- en energiebedrijven die nu recordwinsten maken.

Maak energie betaalbaar en laat de crisisprofiteurs betalen ⬇️",1,2026-04-20T20:16:44.000Z
"Jetten wil eigen risico verhogen naar €455!

Terwijl de kosten voor energie, brandstof en boodschappen blijven stijgen. En de huur omhoog gaat.

Dit minderheidskabinet is welgesteld en wereldvreemd.

Maar wij zijn met meer.
Maak Nederland betaalbaar.

Sluit je aan voor goede zorg⤵️",0,2026-04-17T16:34:29.000Z
"Maak energie betaalbaar. 

Door de privatisering van onze energie zijn we de zeggenschap kwijt. De hoge kosten voor energie gaat de markt niet oplossen. Het is tijd dat we zeggenschap terugpakken en de kosten voor mensen verlagen.

Maak energie betaalbaar.",1,2026-04-17T07:10:49.000Z
@VrijeGeest @BaardBroeder Meerdere voorstellen gedaan om de belasting op energie te verlagen. Die is namelijk onnodig en waanzinnig hoog. ,0,2026-04-16T21:16:08.000Z
"Maak energie betaalbaar. Verlaag de prijzen en verhoog de lonen van mensen.

Nu maken grote olie- en energiebedrijven weer megawinsten terwijl mensen de rekeningen niet kunnen betalen.

Maak energie betaalbaar 👉 ",1,2026-04-16T06:16:17.000Z
"Jetten wil eigen risico verhogen naar €455!

Terwijl de kosten voor energie, brandstof en boodschappen blijven stijgen. En de huur omhoog gaat.

Dit minderheidskabinet is welgesteld en wereldvreemd.

Maar wij zijn met meer.
Maak Nederland betaalbaar.",0,2026-04-17T16:34:29.000Z
"Nog meer onrecht.

Ongehoord! 64 miljoen ongesorteerde bestanden gevonden. Allemaal informatie die ontbrak voor parlementaire enquête. Hoe kan dit? Riekt naar een doofpot. 

En dát dit gebeurd is, geeft nog meer wantrouwen van gedupeerden in overheid.
",0,2026-04-15T18:09:10.000Z
"De enige boodschap in de richting van Trump moet zijn: Stop de oorlog!

Niet paaien, geen geslijm, niet overnachten, geen etentjes. Niet met de man die een illegale oorlog start met vele doden, escalatie en een energie- en voedselcrisis tot gevolg. ",0,2026-04-15T11:26:37.000Z
"Het kabinet-Jetten heeft geen plannen.
Maar wel bezuinigingen op onze sociale zekerheid.

Wat mensen vinden en wat de gevolgen zijn, wordt niet bij stil gestaan.

Laat horen wat uw mening is over de bezuinigingen via ",0,2026-04-14T12:09:04.000Z
"Duitsland verlaagt de brandstofprijzen.

Polen deed dit al.
Italië deed dit al.
Ierland deed dit al.
Spanje deed dit al.
Oostenrijk deed dit al.

Terwijl de werkende klasse betaalt, doet het kabinet Jetten niets. ",0,2026-04-13T19:39:10.000Z
"Bij iedere crisis zijn er profiteurs.
Opnieuw maken grote olie- en energiebedrijven hoge winsten en betalen mensen torenhoge prijzen. 

Maak energie betaalbaar.
Verlaag de belasting op energie, maximeer de prijzen en voer een overwinstbelasting in.
",0,2026-04-10T15:27:56.000Z
"Elke dag dat het kabinet niks doet aan de hoge brandstofprijzen wordt de werkende klasse geraakt.

Mensen betalen een hoge prijs om naar hun werk te gaan. Ondertussen ligt de oplossing gewoon klaar.

Verlaag de accijnzen.",0,2026-04-10T12:04:07.000Z
"Alle landen om ons heen nemen maatregelen tegen de betaalbaarheidscrisis. 

Waar wacht Jetten nog op?

Maak Nederland betaalbaar:
👉 Bevries de huren
👉 Verlaag de btw op boodschappen
👉 Schaf de belasting op energie af
",1,2026-04-09T05:58:25.000Z
"Trump startte een illegale oorlog.

Met doden, escalatie, energie- en voedselcrisis tot gevolg.

Kabinet Jetten heeft begrip.

Nu dreigt Trump een hele beschaving te vernietigen.

Rutte blijft paaien. Koningshuis en Jetten gaan gezellig op bezoek.

Het is de wereld op z’n kop. ",0,2026-04-07T20:18:55.000Z
"Ons voorstel om onderzoek te doen naar meer nieuwe banen voor mensen met een arbeidsbeperking is aangenomen.

Deze banen moeten er snel komen.
Nu zitten er duizenden mensen thuis die graag aan het werk willen. En iedereen die kan en wil werken moet een goede baan krijgen. ",1,2026-04-07T15:11:12.000Z
"Acties en druk van vakbonden en mensen zorgen voor een meerderheid om de AOW-verhoging te schrappen.

Wij zijn met meer. Nu doorpakken. Weg met de asociale bezuinigingen op de WW en WIA. ",0,2026-04-07T12:32:31.000Z
"Bericht van mevrouw Welgrave

Iedere dag krijg ik berichten van mensen die de rekeningen niet meer kunnen betalen.

Terwijl mensen moeten kiezen tussen een warme maaltijd of de verwarming aanzetten, wacht Jetten met ingrijpen op de stijgende kosten voor mensen.

Maak energie betaalbaar:
👉Verlaag de belasting op energie
👉Stel een energieprijsplafond in
👉Maximeer de prijzen aan de pomp",1,2026-04-01T13:45:01.000Z
"Vakbonden en MKB Nederland vragen terecht om een verruiming van de kilometervergoeding voor werkende mensen.

Partijen stemden vandaag tegen ons voorstel om de kilometervergoeding te verhogen.

Voer met ons de druk op en maak brandstof betaalbaar 👉 ",0,2026-03-31T15:37:50.000Z
"Gister op bezoek geweest bij de PVDA België. We spraken over de wooncrisis, huurders acties en ons woonplan Wonen zonder Winst.

Want een goed en betaalbaar huis voor iedereen die dat nodig heeft is mogelijk.
✅Huren omlaag
✅1 miljoen woningen erbij
✅Zeggenschap voor huurders
Steun de actie ⤵️",1,2026-03-31T11:20:38.000Z
"Mevrouw Welgraven stuurde mij een brief.
'Wij durven de verwarming niet meer echt aan te zetten, want dan betalen we €350. Dat kunnen we niet betalen, zeker ook met de onbetaalbare zorgverzekering.'

Bekijk hier mijn hele toespraak terug.
Over:
•⁠  ⁠Mevrouw Welgraven
•⁠  ⁠⁠”Onbetaalbare zorg”
•⁠  ⁠⁠”Onhoudbare sociale zekerheid”
•⁠  ⁠⁠DNB directeur Olaf Sleijpen
•⁠  ⁠⁠Progressief Nederland 
•⁠  ⁠⁠En 2 miljoen Nederlanders die de energierekening nu al niet kunnen betalen.",0,2026-03-30T17:40:34.000Z
"Eens met MKB Nederland.

Dinsdag wordt er gestemd over voorstel van SP om kilometervergoeding voor werkende mensen te verruimen. ",0,2026-03-29T18:27:18.000Z
"De energierekening blijft stijgen.
Maar het kabinet blijft wegkijken.
Waar wacht dit kabinet op?

Maak energie betaalbaar:
👉Verlaag de btw op energie
👉Stel een energieprijsplafond in
👉Maximeer de prijzen aan de pomp
",0,2026-03-28T14:18:13.000Z
"Dit kabinet veroorzaakt meer armoede en onzekerheid

Wel forse bezuinigingen op zorg en sociale zekerheid. Geen steun voor mensen die de energierekening niet kunnen betalen.

Wel miljarden euro’s voor meer wapens maar niet om het leven van mensen betaalbaar te maken. ",0,2026-03-26T18:15:52.000Z
"Het zijn altijd grootverdieners en grote bedrijven die oproepen tot loonmatiging.

Het is de oorlog die deze energiecrisis veroorzaakt en het zijn de hoge winsten die de inflatie aanwakkeren.

Crisisprofiteurs hebben nooit de wijsheid in pacht.

Verlaag de kosten.
Verlaag de winsten.
Maakt het leven betaalbaar.",0,2026-03-26T07:05:09.000Z
"Nederlanders moeten soberder gaan leven omdat de minister muntjes kreeg voor douchen en bellen?

Wat zijn dit voor gekke redenaties?
En dan is het verhaal ook nog eens niet waar.
Hoe verzin je het?",0,2026-03-25T17:46:57.000Z
"Zijn ze wereldvreemd?

Werkende mensen zijn een steeds groter deel van hun inkomen kwijt aan brandstof. D66 wil hier niets aan doen.

Verlaag nu de brandstofprijzen en maak energie betaalbaar!",0,2026-03-25T17:27:11.000Z
"Waar wacht dit kabinet nog op?

Mensen kunnen nu al de energierekening niet betalen. Het kabinet wacht af, net als in 2022. Ze hebben er niks van geleerd.

👉Maximeer de prijzen aan de pomp
👉Stel een energieprijsplafond in
👉Heropen het energienoodfonds
👉Verlaag de btw op energie
👉Keer energietoeslag uit

Maak energie betaalbaar!",0,2026-03-25T16:44:57.000Z
"Tijdens crises zijn er ook profiteurs.

De grootste olie- en energiebedrijven profiteren van de stijgende energieprijzen en tegelijk heft de overheid hoge belastingen op brandstof energie.

Stel een energieprijsplafond in, maximeer de prijzen en verlaag de belasting op energie.

Maak energie betaalbaar!
Steun de actie: ",0,2026-03-25T14:45:59.000Z
"Tijd voor maximumprijzen en een prijsplafond

Bij iedere energiecrisis betalen gewone mensen de prijs. Terwijl mensen de kachel dichtdraaien en werken om te tanken, maken olie- en energiebedrijven dikke winsten. Tegelijkertijd ontvangt de overheid hoge belastingen op brandstof en energie.

Daarom moet er nu een maximumprijs voor brandstof komen, een prijsplafond zonder winsten voor energie en de belastingen op energie en brandstof moeten omlaag.

Maak energie betaalbaar.
Doe mee: ",1,2026-03-25T07:10:07.000Z
"De prijzen voor brandstof en energie blijven maar stijgen

Partijen stemden vandaag tegen onze voorstellen om het leven voor mensen betaalbaar te maken.

Gewone mensen kunnen niet wachten op maatregelen. Ondertussen blijven de kosten stijgen. Het kabinet mag niet wegkijken maar moet ingrijpen.

👉Maximeer de prijzen aan de pomp
👉Stel een energieprijsplafond in
👉Heropen het energienoodfonds
👉Verlaag de btw op energie
👉Keer energietoeslag uit

Maak energie betaalbaar!",0,2026-03-24T17:45:00.000Z
"Vijlbrief verkoopt lariekoek

Minister Vijlbrief wil 6 miljard bezuinigen op de AOW, WIA en WW. Gewone mensen betalen de prijs.

Vijlbrief maakt mensen bang door te stellen dat de kosten voor sociale zekerheid onhoudbaar zijn. Terwijl deze jarenlang gelijk zijn en blijven.

Wat vindt jij van de plannen van het kabinet? 👉 ",0,2026-03-21T14:38:10.000Z
"@markpijnappels @MDHeeremans @suusonline @edgarmulder1 Al jaren is het aandeel uitgaven aan sociale zekerheid tussen de 11 en 13% van BBP. Dat gaat de komende jaren niet stijgen.

Dus de aanname dat de kosten onbeheersbaar zijn en sociale zekerheid onbetaalbaar wordt, is gebaseerd op politieke overtuiging in plaats van op feiten.",0,2026-03-20T16:58:48.000Z
"Kabinet heeft de boel niet op orde en kort daarom op arbeidsongeschikten.

Werkende mensen die de pech hebben arbeidsongeschikt te worden, krijgen van dit kabinet een rekening gepresenteerd.

Met meer armoede, onzekerheid en ongelijkheid tot gevolg. ",0,2026-03-20T10:08:20.000Z
@MiekeJanson @suusonline @edgarmulder1 Bizarre redenering. Zegt veel over hoe zij zelf naar mensen kijken. Alsof mensen onnodig veel energie gebruiken om het milieu eens even extra te vervuilen. Het tegendeel is waar.,0,2026-03-19T20:24:10.000Z
"2 miljoen mensen kunnen de energierekening nu al niet betalen. Ondertussen blijft de energierekening van mensen stijgen.

Het kabinet moet ingrijpen in plaats van wegkijken.

👉Verlaag de btw op energie
👉Heropen het energienoodfonds
👉Voer een prijsplafond in
👉Organiseer onze energie weer zelf

Maak energie betaalbaar!",0,2026-03-19T17:16:21.000Z
"SP-stemmers bedankt!

We zien dat gewone mensen de rekening betalen van het kabinet Jetten. Overal waar we kunnen zetten wij ons in om Nederland betaalbaar te maken. Uw stem heeft daaraan bijgedragen.

Meer doen? Sluit je aan 👉 ",1,2026-03-18T20:01:36.000Z
"Wij willen een ander Nederland.

Een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is. 

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem vandaag SP. ",1,2026-03-18T15:23:28.000Z
"Stem vandaag voor een ander Nederland.

Voor meer goede en betaalbare woningen.
Voor hogere inkomens en meer gemeentelijke hulp.
Voor menselijke zorg en tegen zorgbezuinigingen.

Thuisblijven helpt niet, SP stemmen wel. Stem SP. ",1,2026-03-18T11:32:58.000Z
"Jouw stem kan vandaag het verschil maken.

Het verschil van nét die ene stem in de gemeenteraad. Die ene stem die nodig is om de huren te verlagen. Die ene stem die nodig is om armoede onder kinderen aan te pakken. Of die ene stem die nodig is om de zorg te redden.

Maak jouw gemeente betaalbaar.
Stem vandaag SP.",1,2026-03-18T09:02:19.000Z
"De SP is sterk lokaal geworteld. Samen met mensen komen we in in de raad en op straat in actie voor betaalbaar wonen, tegen armoede en voor goede zorg.

Maak lokaal het verschil.
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. ",1,2026-03-17T19:14:24.000Z
"Heropen het energienoodfonds zo snel mogelijk. Ons voorstel met CU hiervoor is aangenomen. 

Maar er is meer nodig:
👉 Verlaag de belastingen op brandstof en energie.
👉 Voer maximumprijzen en prijsplafond in. 
👉 Neem energie weer in eigen handen.

Maak energie betaalbaar!
Doe mee 👉 ",1,2026-03-17T15:01:49.000Z
"Op je 78e krachttraining moeten doen voordat je thuiszorg kan krijgen. Gekker moet het niet worden.

✅ Red de zorg:
De SP kiest voor goede en betaalbare thuiszorg zonder asociale bezuinigingen.

Maak Nederland betaalbaar.
Stem SP. ",1,2026-03-17T11:11:40.000Z
"Maak energie betaalbaar.
Doe mee 👉 ",1,2026-03-17T07:33:34.000Z
"Dit is realiteit tegenover Haags beleid.

Mensen hebben niets aan plannen die pas eind dit jaar ingaan. Wachten tot komende winter is te laat.

Er is nu hulp nodig. ",0,2026-03-17T07:33:32.000Z
"Trump start een illegale oorlog. Met grote gevolgen voor mensen daar en hier. Het kabinet Jetten durft de aanval niet te veroordelen.

En nu laten ze 2 miljoen Nederlanders die de energierekening niet kunnen betalen in de steek.

Verlaag nu de kosten van energie en brandstof. Maak energie betaalbaar 👉 ",0,2026-03-17T07:24:21.000Z
"Trots op onze solidariteitsregeling.

SP-raadsleden doen het niet voor het geld maar om hun gemeente betaalbaar te maken voor mensen.

Ze wonen en werken in hun gemeenschap. En weten daarom wat nodig is:
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar.
Stem SP.",1,2026-03-16T19:35:03.000Z
"Het kabinet doet he-le-maal niks tegen de stijgende prijzen.

Terwijl energie en brandstof onbetaalbaar zijn, wacht Jetten rustig tot 2027.

Terwijl zij wachten, betalen gewone mensen de prijs.

Maak energie betaalbaar 👉 ",0,2026-03-16T13:08:59.000Z
"Overal voeren SP’ers campagne voor een betaalbaar Nederland. Wij willen een ander Nederland. Een land waarin het om mensen gaat en niet om de winsten. 

Maak lokaal het verschil.
✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. ",1,2026-03-16T11:46:09.000Z
"Jetten bezuinigt keihard op de thuiszorg. Dit veroorzaakt zoek-het-zelf-maar-uit-zorg. 

De SP kiest voor goede zorg.
Zonder marktwerking maar met samenwerking.
Zonder wantrouwen maar met vertrouwen in zorgverleners.

Red de zorg. Stem 18 maart SP.
En doe mee 👉 ",1,2026-03-15T15:02:48.000Z
"Stem 18 maart voor een Betaalbaar Nederland.

Voor een land waarin het om mensen gaat en niet om de winsten. Een land dat voor iedereen betaalbaar is.

✅Huren omlaag
✅Geen kind in armoede
✅Red de zorg

Maak Nederland betaalbaar. 
Stem SP. 🗳️🍅 ",1,2026-03-14T16:56:03.000Z
