Posts;Labels
"Het leger inzetten….Toe maar.  Ik dacht altijd dat dat een taboe was. En terecht trouwens. 

Misschien is het een beter idee voor de @VNGemeenten om deze week met kabinet te bespreken hoe de instroom van alleenreizende mannen uit veilige landen te beëindigen en de nareis te stoppen conform de aangenomen wet tweestatussenstelsel?";0
"Het leger inzetten….Toe maar.  Ik dacht altijd dat dat een taboe was. En terecht trouwens. 
Misschien is het een idee voor de @VNGemeenten om deze week met kabinet te bespreken hoe de instroom van alleenreizende mannen uit veilige landen te beëindigen en de nareis te stoppen conform de aangenomen wet tweestatussenstelsel?";0
Voor je eigen gemeenschap zorgen. Weten welk normatief kader je deelt als Nederlander en daarvoor gaan staan. Het wordt verdacht gemaakt of zelfs aangevallen. Het wordt tijd dat we het weer gaan koesteren. ;1
@markkoster Eens. Ik verbaas mij over de bijna sacrale benadering van XR en pro-Gaza demonstraties.;1
@fransweisglas Nee. Dat doe ik ook niet.;0
Zoals ik gister al bij de @DIT_eo zei: meten met twee maten. Je mag wel (illegaal) demonstreren op de A12 tegen klimaatverandering en op universiteiten (en deze slopen) want Gaza maar niet tegen de ongebreidelde asielinstroom want xenofoob. Laat het je niet aanwrijven, mensen. ;0
"Een hartverwarmend één-tweetje tussen D66-Kamerlid en D66-minister bleek gebaseerd op een ingetrokken gedragscode uit 2014.

Uit antwoorden op Kamervragen blijkt nu zwart-op-wit: de huidige gedragscode noemt “objectiviteit” en “waarheidsvinding” niet als zelfstandig kernbegrip.

Wie anderen de les leest over waarheidsvinding, moet zelf wel de waarheid vertellen. 

Antwoorden Kamervragen 👉🏻 ";0
Is dit al avond aan avond besproken aan talkshowtafels? In Journaals? Hebben de politici die deelnamen aan de Rode Lijn-demonstraties al afstand genomen? ;0
"Bekijk mijn hele inbreng hier👇🏻

";1
Het tweestatussenstelsel is al aangenomen en kan zo’n 400 nareizigers per week schelen. Toch is de wet nog steeds niet ingevoerd. Hoeveel langer blijft dit kabinet treuzelen terwijl Nederland snakt naar minder instroom? 👇🏻 ;0
"De burger beloven dat instroom omlaag moet, maar vervolgens tegen maatregelen stemmen die dat mogelijk maken. 

Het kabinet voert vervolgens de wet tweestatussenstelsel die nareis beperkt nog niet in. Elke week 400 mensen erbij. En zo struikelt het kabinet van zeperd naar zeperd. ";0
Progressief links maakt van toxische mannelijkheid en “de manosfeer” een nieuw moreel paniekverhaal. Ondertussen houden sterke mannen onze samenleving draaiende. Daar mag best meer waardering voor zijn. ;0
"“PBL verwacht dat de rekening komende jaren nog veel verder stijgt.”

Wanneer stapt Den Haag nou eens van deze groene koortsdroom en bijbehorend systeemdenken af en maakt de burger weer maatgevend voor besluiten.  

De opeenstapeling van belastingen heeft zijn grens bereikt. 

";0
"Verboden voor Joden in het @Concertgebouw …. Hoogste tijd om subsidiestromen naar dit soort beschamende instellingen te stoppen. 
Gelukkig hebben we de Waalse Kerk nog. Koop die kaarten! ";0
Zou het iets te maken kunnen hebben met gratis alles inclusief met voorrang een sociale huurwoning?  ;0
"“Een land dat groei, ondernemerschap en vermogensvorming structureel met wantrouwen bekijkt, organiseert uiteindelijk zijn eigen stagnatie.”

De manier waarop de Haagse politiek zich baseert op de modellenwerkelijkheid van #CPB ondermijnt verstandige besluiten. ";0
Zaterdag was ik in #Apeldoorn bij de #vrouwenmars  Goede gesprekken met vrouwen die zich zorgen maken.  ;1
Fijn en terecht dat dit tv-fragment weer uitgezonden mag worden. Maar zijn er meer van dit soort fragmenten die om welke reden dan ook niet meer gebruikt mogen worden? Vanmorgen Kamervragen ingediend. #PimFortuyn #BeeldenGeluid ;0
Elke week komen er ongeveer 1000 mensen vanuit het buitenland bij. Het gaat gewoon niet meer. De grens is bereikt.;0
De crisisbrief van @MinisterieAenM, het sneuvelen van de asielwet in de Eerste Kamer, het breken van de belofte van @MinPres om binnen twee weken met maatregelen te komen  én de protesten tegen weer meer AZC’s geeft aan dat er noodwetgeving moet komen. Stop deze instroom. ;0
"Antisemitisme begint nooit met geweld alleen. Het gaat stapje voor stapje, wegkijkend, meebewegend en goed praten wat kwaad is.

Dinsdag ontving ik de bundel ‘Wee hun die het kwade goed noemen’. Lees hier mijn speech. 👇 

";1
"Goed gesprek met de man die met cijfers kan onderbouwen dat het asielstelsel failliet is. @demo_demo_nl 
";0
"Morgen de speech die ik daarna gaf op mijn website -&gt; ";1
Vanavond in Loosdrecht om de bewoners een hart onder de riem te steken. ;1
Zullen we dan nu weer verstandig, normaal beleid gaan voeren? Te beginnen met stoppen met die idiote modellenwerkelijkheid die voortvloeit uit de klimaatwet? ;0
@RemcoYizhakCoor @GdenAantrekker Juristen, ecologen, economen, klimaatdeskundige. Modellenwerkelijkheid waarachter bestuur zich kan verschuilen.;1
"Denk niet dat dit over iemand anders gaat. Over Joden alleen. Uiteindelijk zijn namelijk na de ‘zaterdagmensen’ de ‘zondagmensen’ aan de beurt. 
Het is de hoogste tijd om deze zogenaamde protestbeweging te begrenzen. Onze samenleving gaat anders kapot. ";0
"De Spreidingswet ís de oplossing van de bestuurlijke elite voor het asielprobleem. Ze hadden alleen de burger vergeten. 
Wat dan wel een oplossing is? Instroom drastisch naar beneden. Dan moet de politiek en bestuur grenzen gaan stellen. Dat zal haaks staan op de ‘laat-maar-komen’-houding gebaseerd op mensenrechten van de vreemdeling. Maar het is hoog tijd voor de mensenrechten van de Nederlandse burger.";0
"In de bestuurderskamers van Nederland wordt opgelucht adem gehaald. Maar zien ze niet hoe dit het vertrouwen schaadt? Wetten die gelden voor iedereen, behalve voor henzelf?

Er zijn andere oplossingen dan steeds meer AZC’s doordrukken bij burgers die er terecht klaar mee zijn.👇🏻

";0
"Nederlandse jongeren staan soms jarenlang op een wachtlijst voor een sociale huurwoning. Dan is het niet uit te leggen dat statushouders voorrang krijgen.

Samen met @nedalliantie en @JuisteAntwoord heb ik een wetsvoorstel ingediend om die voorrang te schrappen. #NieuwsvandeDag ";1
“Dat de demonstraties deels gekaapt zijn en worden aangewakkerd door extreemrechtse activisten doet niets af aan de terechte boosheid van de Loosdrechters.” ;0
"Nederlandse jongeren hebben grote moeite een woning te vinden. Dan is het niet eerlijk dat statushouders voorrang krijgen op sociale huurwoningen.

Samen met Groep Markuszower/DNA en JA21 wil ik daar een einde aan maken met dit wetsvoorstel.

Lees meer 👉🏻 ";1
"Het is niet meer uit te leggen dat statushouders voorrang krijgen op sociale huurwoningen, terwijl Nederlandse jongeren soms jarenlang moeten wachten.

Daarom dien ik vandaag samen met @Rene_Claassen71 en @R_Clemminck het wetsvoorstel in om die voorrang te schrappen.👇🏻

";1
"Het gaat niet lekker met kabinet Jetten. De ene zeperd na de andere. Deze week sneuvelde al de Asielnoodmaatregelenwet.

En het steunpakket bij hoge energiekosten? Een zogenaamd “verduurzamingspakket” dat op korte termijn niets oplost en niets doet voor portemonnee van de burger. ";0
"Geen cent verlichting aan de pomp. Wel blind verder met elektrificatie terwijl het stroomnet overvol is. Realiteitszin ontbreekt volledig bij deze regering. 

Woensdag debat over de hoge brandstofprijzen in de Tweede Kamer. De enige echte oplossing is verlaging van brandstofaccijnzen. 

";0
@Carin_tawfik ;1
De asielnoodmaatregelenwet is weggestemd in de Eerste Kamer. D66, CDA en PVV breken hun beloften en laten Nederlanders die voor verandering stemden in de steek. Het kabinet moet nu snel laten zien welke concrete stappen wél volgen.👇🏻 ;0
@maartenbakkerch Onnavolgbaar verhaal. Van de hak op de tak. Vanuit het ene het andere konijnenhol in.;0
Kijk @NOS Zo had het ook gekund. ⬇️ ;1
‘Democraat’ tussen aanhalingstekens. De @NOS strikes again. 😞 ;0
Aanstaande dinsdag? #asielwetten #eerstekamer ;0
Waar het ontkennen van de werkelijkheid toe leidt, is elke dag zichtbaar in onze hoofdstad Amsterdam. Het gesprek bij @pauwendewit gaf inzicht in de ‘gestoorde moraal’ van progressief links. ;0
“Willen ze wel de asielcrisis oplossen?” Het antwoord is eigenlijk  ‘nee’ aangezien ze (D66, CDA en alles wat er verder nog aan links cq progressief in de Kamer zit) het niet echt een probleem vinden. ;0
Hoe een belangrijke internationale organisatie opgericht kort na de tweede wereldoorlog met als doel stabiliteit en vrede zichzelf stap voor stap volledig ongeloofwaardig maakt. Wie neemt de @UNGeneva nog serieus? ;0
@boudewijnsteur @MinBZK Van harte! 🥳;1
Het huidige asielbeleid is vastgelopen. Bij @pauwendewit vertel ik hoe dat komt en waarom de Eerste Kamer dinsdag voor de asielwetten zou moeten stemmen. ;0
Het huidige asielbeleid is vastgelopen. Bij Pauw en de Wit  vertel ik hoe dat komt en waarom de Eerste Kamer dinsdag voor de asielwetten zou moeten stemmen. ;0
Klopt. Elke keer als er zicht is op een oplossing voor de te hoge asielinstroom, haakt @geertwilderspvv af. Geen verantwoordelijkheid nemen, maar wél doen alsof hij het probleem wil aanpakken. Zo staat hij feitelijk aan de kant van de asiellobby en laat hij Nederland elke keer weer in de steek.;0
Achter het ruimhartige asielbeleid schuilt een machtige asiellobby waar veel geld en veel belangen in om gaan. Onder het motto van de rechtsstaat verliest de democratie. ;0
"“Duitse regering verlaagt accijns wél: benzine en diesel tot 17 cent goedkoper” Het kan wel!
";1
"Onderzoek naar de berichtgeving (zoals bij de BBC is gedaan) is bij ons niet nodig want wij vinden dat we het heel prima doen.  Aldus de  @NOS 😒 #wceend 
";1
“Nieuw AOW-plan onnodig, want betaalbaarheid is geen probleem.” ⁦@martinvisser⁩  ;0
Antisemitisme in Nederland krijgt een extra zetje van @D66 door een rammelend onderzoek (van een organisatie die eerder blunderde met cijfers) te gebruiken. De situatie van veel kinderen is erg genoeg zonder die op deze manier politiek te maken. #hetkananders ;0
Met dank aan @ajflach de echte Schijf van Vijf. Toen het @voedingscentrum zich nog aan de missie hield en geluk nog heel gewoon was. 😎 ;1
Wat is gezond eten? De Schijf van Vijf kan je voortaan vergeten. Ze hebben daar “Het Klimaat” meegenomen in hun adviezen. Wat niet automatisch voor elk mens hetzelfde is als gezond eten. Weer een instituut naar de ratsmodee. 🙄 ;0
@mariekehoogwout @HofhuisSteije @8cijfers @MarcBonten @_knaw Juist.;1
Leest dat boek! #1984 #orwell #taalpolitie ;1
"“Ben je net gewend aan het feit dat je Generatie X bent, wordt het verboden door de taalpolitie.” Een lijst vol afgekeurde en uiteindelijk verboden woorden die doorsijpelen naar cultuur en onderwijs. En jaarlijks wordt deze taallijst herzien. #newspeak 

Wat een geld- en tijdsverspilling terwijl steeds meer kinderen onvoldoende kunnen lezen en schrijven.";0
@EdelGeertje De minister wil deze gids in de kast zetten. De ambtenaren zelf willen hem elk jaar herzien. ;0
Goed voorbeeld van de nadruk door ‘woke’ op inclusiviteit ipv technische  hoogstandjes die de wereld wel verder helpen. ⬇️ ;1
D66 en CDA beloofden Nederland fatsoen en volwassen bestuur. Ik weet dat ze er nog maar kort zitten maar dit gestuntel belooft weinig goeds. ;0
@tonfvandijk Julia noemt iedereen die maar 1 centimeter rechts van d66 zit een fascist.  *veegt pluisje van schouder*;0
“Niets progressiefs aan fusiepartij.” @nausicaamarbe  ;0
Zalig Pasen, lieve mensen. Elke dag is een nieuw begin mogelijk. ;1
@Nielsdej Aanmelden dan. 🙏🏼;1
"Ik spreek geen Nedersaksisch moar ôop wel dat dut un succes wordt. 
Dus spreek jij wel Nedersaksisch? ⬇️ ";1
🙏🏼 ;1
Steeds meer mensen gaan staan voor de waarden, cultuur en erfgoed van onze vrije, Westerse samenleving. Het is dus niet te laat. Een groeiende groep keert zich gelukkig  tegen “de collectieve verstandsverbijstering die woke en identiteitspolitiek” is. (Dank, Jolande Withuis⬇️). ;1
@offerenwv @grok @GerardVerhoef @HofhuisSteije @HKouwenberg78 Je kunt goudeerlijk zijn, volledig transparant en je onafhankelijk wanen en tegelijkertijd de grootst mogelijke onzin verkopen.;0
Voor verandering heb je in de Tweede Kamer brede samenwerking nodig. Alleen maar roepen waar je voor of tegen bent, zonder oplossingen, helpt uiteindelijk niemand. Start van deze week bij  @pauwendewit n.a.v. het afscheid van  BBB. ;1
@Schilde2022 Ja. Duidelijke taal van Ad Verbrugge.;1
Voor verandering heb je in de Tweede Kamer brede samenwerking nodig. Alleen maar roepen waar je voor of tegen bent, zonder oplossingen, helpt uiteindelijk niemand. @pauwendewit ;0
"Wie kritiek afdoet als “meninkjes”, kijkt niet naar de feiten. 

In de gedragscode voor wetenschapsbeoefening zijn ‘objectiviteit’ en ‘waarheidsvinding’ minder expliciet verankerd dan voorheen. Dat is zorgelijk. Tijd om dat serieus te nemen in plaats van weg te wuiven. 

Interruptie van mevrouw Abdi van GroenLinks/PvdA.";0
Chaos in en geklungel vanuit nieuwe kabinet gaat door. En weer houdt @D66 zich niet aan een verkiezingsbelofte.  😞 ;0
@harmbeertema @cdavandaag Beschamend.;1
Universiteiten waar de juiste morele c.q. politieke overtuiging steeds minder ruimte geeft aan andersdenkenden en tegendraads onderzoek. Dat moet anders. Vanmiddag debat. ;1
Fatsoen en democratisch ethos. Dat was het bij @cdavandaag Toch? ;1
"De staat groeit en de vrijheid krimpt. Zo werkt dat. 
Het wordt de hoogste tijd dat we in zien dat we een andere weg moeten inslaan waar burgers binnen hun gemeenschappen zelf verantwoordelijkheid kunnen nemen. ";0
Mijn verzoek aan het presidium van de @2eKamertweets over de ramadanschorsing heeft niet geleid tot een besluit. Dus ga ik de Kamer vragen om een uitspraak. ;0
Vandaag in de Tweede Kamer. VVV versus PRO. 🙂 ;1
@SandraWetering @DieuwsNieuws @BartNijman @MinisterOCW Doorn in zijn oog. 😉;1
Wat een nonsens. Nederland kan dit soort aantallen asielzoekers en statushouders niet aan. Dat is de essentie. En zolang @VNGemeenten (in meerderheid) blijft alsof dit een managementprobleem is ongeacht de aantallen die elk jaar hier komen, blijft de ellende en controverse. ;0
“Als alle middelen zijn opgeraakt, blijft alleen gewelddadig verzet nog over en is doden niet alleen geoorloofd, maar een noodzakelijkheid geworden.” Echt gestoord. Je zet jezelf zo buiten elk normaal gesprek.  ;0
@DieuwsNieuws @BartNijman Mijn broer is doctor in het stucwerkalisme en de historie van plamuroïdes. Hij heeft @MinisterOCW gelukkig niet nodig om te weten dat hij en zijn collega’s van onschatbare waarde zijn. Vraag hem maar eens wat het betekent om een scheef gemetselde muur netjes glad te maken.;1
Progressie met lege woorden. Column van @AfshinEllian1 ;0
"“Het gaat over de vraag of woorden nog gewicht hebben”, zei Keijzer op het podium in Barneveld. “Als afspraken hun waarde verliezen, dan verliest de politiek uiteindelijk ook geloofwaardigheid. En zo kan ik geen politiek bedrijven. Dat is de reden dat ik mijn eigen weg ben gegaan.”

";0
"Helemaal eens. Samen ben je sterker. 

Voor een politiek bestuurder is echter belangrijker wat je doet. Samen of alleen. Voorlopig komt er nog weinig uit de handen van dit kabinet Jetten dat beloofde dat “the adults” weer “in the room” waren. Een goed begin zou de verlaging van energieprijzen kunnen zijn.";0
@AadvanTongeren @julievanmol @Denkjewel Of een heldere wet om dat af te dwingen. Hoe de bovenlaag van Nederland de gewone burger in de steek laat. Het is niet meer te doen dit. 😞;0
Kabinet komt op 22 april pas met een lijst met opties. Terwijl bij veel burgers en ondernemers het water nu al tot boven de lippen stijgt. ;0
Kan je met een afgedekte mond kibbeling eten? Wie betaalt de advocaat van de visboer? Waarom is het hele gebeuren gefilmd? Zullen we zo snel als mogelijk de gezichtsbedekkende bekleding helemaal verbieden? Om maar eens paar vragen op te sommen. ;0
Oftewel: je ken wel alles willen maar je ken niet alles krijgen. Zei mijn vader zaliger terecht. ;1
En ik voor de leden in Edam-Volendam (voor zover die er nog zijn). Onbestaanbaar dat noch het aantal moties en de inhoud daarvan noch de orde van de vergadering gedeeld is met de leden. ;0
"Een huisartsenpost die vrolijk een video met geweldsverheerlijking op een groot scherm op straat toont. Dat terwijl goede patiëntenzorg, veiligheid en vertrouwen voorop horen te staan. Onbestaanbaar. Daarom een set schriftelijke vragen aan de minister. Dit soort uitingen ondermijnen de kern van onze zorg en staan haaks op de artseneed. 
";0
@lammert En wat kosten ze?;0
Keijzer wil alsnog de wet indienen die een verbod moet regelen op voorrang voor statushouders bij het toewijzen van sociale huurwoningen. ;0
Beste @jimmycarr on #manosphere 😁👌🏼 ;1
“Joehoe Rob Jetten. Wij weten nog wel iets waar je op kunt bezuinigen.” @geenstijl ;0
"Dit soort zwaar gesubsidieerde (van uw belastinggeld) semi-academische prietpraat is onderdeel van de institutionele afbraak van onze Westerse beschaving. Binnenkort bij u op de werkvloer. 🙄

En op 2 april 2026 een Commissiedebat in de Tweede Kamer. Kom maar door met andere voorbeelden. 🙏🏼";0
Volgt allen @RestoringWest voor belangrijke informatie over de toekomst van onze vrije, Westerse beschaving. ;1
"Spijker op de kop door @nausicaamarbe 
Zal het ooit doordringen tot de politieke en bestuurlijke bovenlaag? #migratie #azc #islamisme 
";1
"""We móeten kiezen: ruimhartige open grenzen of een verzorgingsstaat"" Interessante column door Ehsan Jami ";1
Goed gesprek over het resultaat van de gemeenteraadsverkiezingen bij @De_NieuweWereld ⬇️ ;1
Er zit niks anders op dan zelf met een initiatiefwetsvoorstel vanuit de @2eKamertweets te komen. Dat verbod op voorrang voor statushouders op sociale huurwoningen moet er snel komen. Het wordt de hoogste tijd dat de eigen bevolking niet langer achtergesteld wordt. ;1
Misschien kan de Nationaal Coördinator tegen Discriminatie en Racisme hier een Programmaleider voor aanstellen?  Lijkt mij verstandiger. ;0
Tot uw dienst, ⁦@RHoogland⁩ 😎 ;1
Klopt.⬇️  Journaal van 7 uur vanmorgen. ;1
"Deze column vat het falen van progressief cq links in #020 goed samen.  Je zal er (willen) wonen… 
Ik ga straks richting stembureau om #verstandigrechts te stemmen in @gemEdamVolendam ";1
"Wat had je dán gedacht?! …
Terwijl Nederland nog aan het bijkomen is, na twee terroristische en antisemitische aanslagen, komt de Nationaal Coördinator Discriminatie met een Programmaleider Moslimdiscriminatie of Islamofobie. Hoe toondoof en losgezongen van de werkelijkheid kan je zijn?";0
"Wat had je dán gedacht?! 
Terwijl Nederland nog aan het bijkomen is, na twee terroristische en antisemitische aanslagen, komt de Nationaal Coördinator Discriminatie met een Programmaleider Moslimdiscriminatie of Islamofobie. Hoe toondoof en losgezongen van de werkelijkheid kan je zijn?";0
@EelcoHoecke @wierdduk Tikfoutje. ⌨️;0
@wierdduk Zoals beschreven door Houellebecq in Sousmiasion. Onderworpen.;0
@benno_jongh @Het_OM Komt mij bekend voor. 🤔;1
@DalesGeert63675 Had ook bij het rijtje gekund. De vele voordelen van de socialistische heilstaat. 🎉;1
"“Jodenhaat is gewoon geworden.”
Lezen -&gt;  ";0
Pol Pot. Mao Zedong. Stalin. DDR. USSR. Cuba. Het alternatief dat mevrouw Pels blijkbaar nastreeft kent vele hoogtepunten. 🙄 #socialisme #communisme #marxisme ;1
Tja. Dat krijg je van CPB-cafetariapolitiek. Of te wel shoppen in de tabellen van het CPB om voldoende geld  bij elkaar te sprokkelen voor de miljarden uitgaven voor defensie. ;0
Vanaf minuut 33 legt @Cultuurfilosoof helder uit wat het belang is achter de zaak die @ALSpeyerbach en @GoukeMoes willen beginnen over bescherming van Nederlandse cultuur en daarmee wat ons als Nederlanders bindt. ;1
"Ik zie allerlei berichten van verontruste politici en bestuurders over de aanslagen op en geweld naar Joden voorbij komen. 
“Wat had je dán gedacht?!” wil ik bijna schreeuwen. Dat het wegkijken, het bagataliseren, de sussende teksten over de haatpraat, het relativeren zonder consequenties is?!";0
"Zeer eens met @RPlasterk ten aanzien van afschaffen van vetorecht in EU-besluitvorming. Niet doen. #langleveNederland 🇳🇱 
";0
Precies dit ⬇️ ;1
@GeertenWaling @Denkjewel @eddy_terstall Das toevallig…. ⬇️👌🏼 ;1
"Zeer eens met @RPlasterk ten aanzien van vetorecht in EU-besluitvorming. Niet doen. #langleveNederland 🇳🇱 
";0
"Nieuwe kabinet schrapt honderden miljoenen voor moderne verzorgingshuizen. In plaats daarvan 3x €40 mln voor ‘zorgzame buurten’. 

Een nieuwe minister die warme woorden spreekt over liefdevolle zorg, geeft geen antwoord op de vraag: hoeveel geschikte woningen komen er écht voor 75- en 80-plussers? Zonder huizen, zorg en geld is ‘langer thuis wonen’ een illusie.

Daarom deze aangenomen Kamermotie  ";0
Go, Gouke! 💪🏼 ⁦@GoukeMoes⁩  ;1
"CPB-cafetariamodel. 
Of hoe spreadsheets en boekhoudkundig vullen van gaten bepalen welk beleid er gevoerd wordt. Laatste woorden mijnerzijds tijdens debat over de zorgbegroting. ";0
Had een slokje water genomen... Mensenkinderen, de islamistische dwingelandij stopt niet vanzelf. ;0
Kan er een veilige doorgang om Amsterdam heen gelegd worden zodat we zonder problemen van ten noorden de A10 de Haarlemmermeer en verder kunnen bereiken? #durftevragen 😏 ;1
"Ik zou bijna zeggen: duh.
Je hoort er alleen bij als je hetzelfde denkt als zij. 
Anti-Westers, Anti-VS, Anti-Israël, Anti-kapitalistisch, Pro-socialisme, Pro-gendergelijkheid. Pro-groen-klimaatdenken. Enzovoorts. 
Al naar gelang de mode van het moment. ";1
Lees dit artikel eens… meten met twee maten en weinig tot niets doen tegen antisemitisme. Voormalige bestuursvoorzitter van deze universiteit  @Rianneletschert is nu de minister die over universiteiten gaat. Het komt dus niet vanzelf goed.   @MinOCW ;0
“Het gaat om een menstype dat er alles aan is gelegen de realiteit buiten de deur te houden, ten koste van alles en iedereen, om de eigen ideologie te behouden.” Dieptrieste constatering door @ALSpeyerbach ;0
@Tynopro1 Zeker;1
Het is het startschot voor het tussen de oren krijgen van de bestuurlijke, juridische en ambtelijke bovenlaag dat het platteland in zichzelf van waarde is en niet het afvoerputje van Haags beleid. #RedHetPlatteland ;1
Systeemwerkelijkheid losgezongen van wat een samenleving is en sterk maakt. En dat is niet de overheid en afgedwongen solidariteit via belastingherverdeling maar families, gezinnen en gemeenschappen van mensen. ;0
Dit ⬇️ ;1
"Wacht maar tot ze groot zijn, @kittyherweijer …. 🙂
Maar serieus: het beste in mijn leven. ";1
"Wacht maar tot ze groot zijn, @kittyherweijer ….
Maar serieus: het beste in mijn leven. ";1
In Iran hopen ze op en bidden ze voor #vrijheid. Hier geven we ons stapje voor stapje over aan onvrijheid. ;0
Tot mijn spijt heb ik afscheid moeten nemen van de BBB-fractie. ;0
Dank! Het was mij een voorrecht. 🙏🏻 ;1
@ivovanpluur @GemeenteAlmelo @geertwilderspvv Misschien moet de gemeente eens gaan pleiten bij de Eerste Kamer voor het zsm aannemen van de Wet Tweestatussenstelsel waardoor de nareis per direct ingrijpend beperkt wordt.;0
Vandaag is het Aswoensdag. Bijgevoegd een helder overzicht over de verschillende momenten richting Pasen. #Fyi Ook voor alle msm. 🙂 ;1
Hoopgevende speech van ⁦⁦@SecRubio⁩  Zeker ook vanwege het applaus van de aanwezige Europese leiders. Nu er naar handelen. 🙏🏼 ;1
Heerlijk dit. 😁 Goed weekend, lieve volgers!☀️ ;1
We zullen duidelijker de grenzen van onze vrije, Westerse samenleving moeten gaan aangeven. Schooldirecteur  @Miss_Snuffy kan daar prachtig over vertellen. ;1
@mariekehoogwout Met verbijstering naar dit antisemitische  pruttelpraatgesprekje zitten luisteren.;0
